web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewRating,next,next-href
"1573044073-5079","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good Earbuds","These are good earbuds.  They are very convenient.  I like these earbuds.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews"
"1573044017-4836","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","If you think airpods look dumb these are a great alternative","Great product, functions very well","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&pageNumber=142&reviewerType=all_reviews"
"1573044288-6057","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","No Warranty","So far everything has been great..... Except when I went to add it to my Samsung warrenty, they said it was international and that it wasn't covered cause it wasn't a US version.🤨🤔","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_264?ie=UTF8&pageNumber=264&reviewerType=all_reviews"
"1573044068-5065","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Samsung Galaxy earbuds","The best earbuds I've ever used very comfortable and easy to pair.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews"
"1573043896-4294","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect for long worm hours","I used to have a samsung gear circle, which lasted almost 12,13 hr on one time charge i was skeptical about buds battery life beofre buying it, but working at customer service It last more than 15 hr on one time charge, standby time is awesome as well. perfect fit for working.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&reviewerType=all_reviews"
"1573044282-6022","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome","Loves these head phones! They are the best for working out, studying, running. Whatever you need","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_261?ie=UTF8&pageNumber=261&reviewerType=all_reviews"
"1573044271-5977","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","As described","Fits good, sounds good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_256?ie=UTF8&pageNumber=256&reviewerType=all_reviews"
"1573043983-4679","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Connectivity issue","Connectivity issue with every connection whenever I connect to my note 8","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&pageNumber=127&reviewerType=all_reviews"
"1573043962-4595","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not good for phone calls false advertisement","It doesn't sound good for phone calls also sound cuts on and off at times","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573044268-5963","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works Well!!!!","I have had them for a week. They work well.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_255?ie=UTF8&pageNumber=255&reviewerType=all_reviews"
"1573044268-5960","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent","Best headphones/ear buds I have ever had.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_255?ie=UTF8&pageNumber=255&reviewerType=all_reviews"
"1573044279-6012","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Would Recommend.","Great product and works well even for mowing and pressure washing cancels noises great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_260?ie=UTF8&pageNumber=260&reviewerType=all_reviews"
"1573044206-5686","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good build quality, terrible sound","I bought these for use solely at the gym because I was tired of the cord for my other buds getting in the way.
Sounds quality is important to me.  When I'm at home or on a plane, I use an older pair of Monster over ear noise cancelling headphones.  They're not Sennheisers, but they sound good and way better than any buds.
Functionally, the Galaxy Buds work great.  I've read about Bluetooth issues when they first came out, but those seem to have been fixed in an earlier update.  I've had no problems with connectivity or the app.  They stay nicely in my ears and I'm not worried about them falling out.  I love the low profile and the buttons work fine.
However, the sound quality is pretty much garbage.  Specifically, there is no low end.  There is a bass boost option in the app but it it doesn't boost bass at all.  I also turned on the eq in Spotify and turned the bass up there and that made it so that at least I can tell there is a bass guitar in the mix, but really no low end.  I even listened to Les Claypool. Also, when I've used these to make phone calls I've been told it sounds ok but not great.  One call that was made outside in light wind apparently sounded terrible.  I had to disconnect the pods and use the handset.
At first I was set on getting Airpods but I use Android, so when these came out I read some reviews and the marketing hype about how these were tuned by audio professionals so I took a chance.  My friend says his Airpods have decent bass and now I wish I got those.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_227?ie=UTF8&pageNumber=227&reviewerType=all_reviews"
"1573044066-5057","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lol","Love them perfect blurtooth connectivity and the pass through is especially helpful.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&pageNumber=164&reviewerType=all_reviews"
"1573043962-4597","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Getting a Left  Ear-bug...","The case is  HORRIBLE!!!!!!!
 The case keeps popping open!!!!!!!!
 It causes me to lose my left earbud today!!!!
 So mad right now I am very upset!!
😡😡😡😡🤬🤬😡😡","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573044169-5517","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Samsung Phones only, no iPhone user should buy this, not designed for iphone","I bought these at best buy actually, mainly cause I wanted them asap with my S9+

Let's be clear on one thing here, they work best if you have a Samsung phone. While you can use these on the iPhone, its not going to be nearly as good, heck, these really arent supposed to be used with an iphone. If you have an iphone, get airpods, if you have a samsung, get these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_210?ie=UTF8&pageNumber=210&reviewerType=all_reviews"
"1573043905-4334","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love it","Love it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews"
"1573043784-3838","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","You definitely get your money's worth","Bought for my fiance as a gift and he is very particular about things. I was indecisive about these or a cheaper version with better reviews... but went with these and it was a great decision.  He loves them... when he wears them he could continue whatever he is doing when I'm trying to get his attention... he doesn't hear me... the music sounds good, bass as well. He uses them for phone calls and when I call him I cant tell the difference between when he had them on or when he has the phone speaking into it... overall great purchase. And they were sent rapidly as i procrastinated in buying them...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
"1573044023-4860","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Its okay","It has great battery life but when ever I use them they have a glitch in the noise every 5nminutes and there is no noise cancellation","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_145?ie=UTF8&pageNumber=145&reviewerType=all_reviews"
"1573043700-3495","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I love Samsung's Galaxy Bluetooth Earphones! Super Sound and Battery Life.","I ordered my Samsung Galaxy Earphones to be Surprisingly Satisfied. I feel Samsung has finally beat out the Apple Earpod. I find the case just the right size and still packs enough battery for several recharges. The ear phones themselves are excellent, great shape that locks into my ear and allows me to lie on a pillow without hurting my ear. I love that I can choose to where one st a time which only extends the battery life that much longer. Its nice that you can charge these wirelessly,  which I'm use to since my last 4 phones from Samsung have had that ability,  but when I upgrade to the Newest Note this Summer 2019 my phone will wirelessly recharge the earphone case if I'm somewhere without a plug. I just can't say enough about these except if your debating between Samsung's Galaxy Earphones and Apples Earpods Samsung Galaxy WINs!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1573043687-3442","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Has connectivity issues","I just got my Galaxy Buds yesterday, so I will update the review if the issue is resolved.

I'll start off with the positives. The battery life is great, lasting the whole work day and well into the night on a single charge (with occasionally putting them in the case to charge during meetings). They're relatively comfortable to wear for long periods of time. The case is decent quality and offers the option of wireless charging and USB-C charging.

Now on to the bad I've experienced. When walking with my phone in my pocket (S8), listening to Spotify, the music constantly cuts out, occasionally echos, and gets distorted. I thought it might have been a bad data connection so I tried playing some music that I had stored on my phone, but experienced the same results. I was hoping to use this when working out, going for a run, etc., but if I can't even walk down the street without connectivity issues, I can only imagine what vigorous work would do to it.

The case construction itself leaves much to be desired. It's made out of a cheap plastic and I could see the lid easily breaking off if my three year old gets ahold of it.

Bottom line: The Galaxy Buds are not for everyone. I would recommend them to those who are relatively staionary and don't have little kids. If you live any kind of active lifestyle, you should stay away until they update the issues they're currently having.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573043970-4628","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product","The silver looks super nice. No bugs that I've encountered.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1573043805-3923","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A must buy!","What these are great and use everyday! Sound is incredible and battery life is crazy. Plus touch control  to lower volume or raise. Skip songs or go back. Makes Apple look bad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&pageNumber=51&reviewerType=all_reviews"
"1573043863-4172","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Totally worth the money. Best on the market!","I love these BUDS they are comfortable and I have small ear holes so my ears get sore after about an hour with most earbuds however with these I can wear them a whole 12 hour shift pain free. My favorite thing is the phone call sound quality.  I wear ear muffs on top of these on my job and I can still make phone calls and be heard.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&reviewerType=all_reviews"
"1573044229-5785","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Can't use while phone is in pocket","These earbuds work great most of the time. Once my phone is in my pocket the earbuds are unusable.  I tried everything I could to remedy this but nothing seems to help. I wish I would have known this beforehand so I could have bought something that actually works with my phone in my pocket.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_237?ie=UTF8&pageNumber=237&reviewerType=all_reviews"
"1573044147-5416","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Me gustan","Buenos","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_200?ie=UTF8&pageNumber=200&reviewerType=all_reviews"
"1573044264-5941","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent wireless earbuds","These are comfortable and perform flawlessly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1573044213-5712","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best true wireless earbuds for sensitive ears","These are the best true wireless earbuds for me so far. I have bought the bose soundsport and although I did prefer the sound quality I did not like how big they were. I also have the Jabra 65t elite but HAD to but the comply foam tips to make them tolerable from pain. But after an hour or so I would have to take them off. But now, after buying these, I can't see myself finding any better. I do notice they are in my ear but I could leave them on for 4 hours straight without any ear fatigue. The sound is ok. I didn't expect these to wow me as far as sound quality. But that goes for almost all true wireless earbuds. These are simply, very comfortable, enough battery for real world situations, good price, and good sound quality.  That's enough for me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_230?ie=UTF8&pageNumber=230&reviewerType=all_reviews"
"1573043953-4557","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Like listening to music from a new perspective","Gym life has never been better these buds are phenomenal highly recommended true wireless freedom and easy to use & charge 60yo user","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&pageNumber=114&reviewerType=all_reviews"
"1573043813-3961","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","LOVE","I had the apple earbuds and I returned them for the Samsung. Mostly because they stay in my ear. Also, I was on an airplane and I could still hear people around me talking with the apple buds on full blast. Not with the Samsung the noise canceling is great!  Also, the apple buds have this feature where if you take one bud out it pauses the music this sounds cool but honestly I didn't like it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews"
"1573043800-3904","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very satisfied","Works great, connects easily and quickly. Sound quality and battery are great. Sits comfortably in my ear, not too bulky","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews"
"1573043962-4593","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Exactly what you want...","Sound quality is on point low profile look and functionality is awesome!
Love them I would recommend these to everyone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573044160-5477","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great for use in closed environments (gym/office) but terrible to use to workout outside.","I been using the earphones for about 4 months and here are my thoughts. I think these are nice headphones but I believe that it needs more work done to get me to ditch my old headphones. I bought these to workout and they work well in a closed off environment (gym/office). I do like the slick small case and how long the battery last.  I use these to run outside as well and it's here were they fail. If you run outside, not sure if it's the trees but the sound becomes too static. The music begins to skip by itself and sound comes and goes. Also, I loved the low profile design but I learned that it has a major flaw. Since these are kinda at the same level as your ear meaning that they don't protrude and if your hair covers it and begin to sweat, it eventually causes the touchpad to become completely useless unless you dry it off. If you are running it becomes really annoying to stop and clean them every so often.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_206?ie=UTF8&pageNumber=206&reviewerType=all_reviews"
"1573043955-4567","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Must have for samsung phones.","Love this little gadget. Just works Everytime. Great battery life too.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&reviewerType=all_reviews"
"1573044019-4839","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Loudness is not loud enough","It's not bass but loudness that disappoints me. Sad, but even worse with water resistant.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_143?ie=UTF8&pageNumber=143&reviewerType=all_reviews"
"1573043981-4677","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Product","My wife love these little buds.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1573043835-4055","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Terrible product and service","The buds they sent me are not working properly. One of the buds does not charge properly, and last maybe 30 minutes, when it decides to charge. Worst part is customer service to get a replacement is terrible. They are not helpful, the process to get a replacement is complicated and takes several days. Not even sure if they will replace the broken product they sent me. Terrible product and terrible service by Samsung. DO NOT BUY THIS!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&reviewerType=all_reviews"
"1573044055-5005","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","these are great","these are great. I use them to listen to audiobooks while working.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&pageNumber=159&reviewerType=all_reviews"
"1573043986-4694","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Product","Overall it was great, the sound quality, how long the battery would last, I enjoyed having them, unfortunately they broke due to an accident but I would buy them again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&reviewerType=all_reviews"
"1573044162-5481","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Premium Audio Buds!!!","Samsung’s roster includes three color options for the buds -- they come in your basic black and white but also in a really bright yellow for all you flashy folks out there.

The #GalaxyBuds have about 13 total hours of battery life and I’ve pretty much been able to match or exceed those hours with basic use at work and at home while testing them out. And the best part is they charge SUPER fast. The Buds last about 6 solid hours on a single charge and then another 7-8 hours after a quick charge from the cradle/case, which charges them wirelessly!

The dual microphones and Ambient mode build in both earbuds has great voice quality during phone calls. I am pretty impressed. Ambient mode allows just the right amount of noise cancelling you can adjust to fit your surroundings. If you’re living or working in the big city you can adjust the sound.

If you’re a Samsung junkie you are familiar with the control features, like turning up the volume with a single touch or skipping to the next track with a tap. And if you’re new to Samsung’s lineup of premium sound headphones, you are in for a treat!

When I first received the Buds I was expecting them to be much bigger but to my surprise they are a perfect size and nice and lightweight. Samsung also included several different sizes of wingtips (or fins as I call them) and eartips sizes to find your exact fit for your ears to maximize comfort.

Pros

--Easy pairing/connecting to your devices.
--Battery life is pretty decent and the buds charge fast.
--Stylish, lightweight and comfortable.
--Premium sounds quality from AKG.
--Great for active wears. No falling out or shifting.
--Custom wingtips and eartips for comfort.
--Noise cancelling.

Cons

--Sound is slightly too low in ambient mode.
--In-ear sounds.
--Had to re-pair the buds after the left bud randomly stopped playing music.
--No way to clip case to keys or a chain.

These Galaxy Buds are top quality earbuds for those with an active lifestyle or just want to have comfortable buds to listen to music in the office. Call quality is a plus -- the calls are crystal clear and the dual microphones keeps a great balance of your voice for the caller. The battery life is great and the bud can charge to almost 2 hours in 15 minutes if you are in a rush. I think my favorite feature is the premium AKG sound quality for music and the built-in equalizer settings in the Samsung Wearables app. I am super happy to have these #GalaxyBuds in my arsenal for Samsung wearables.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_207?ie=UTF8&pageNumber=207&reviewerType=all_reviews"
"1573044215-5720","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Finally; truly wireless earbuds that fit me.","I've spent a tiny fortune trying to find truly wireless earphones that work for me. I live in the Apple-sphere, so of course I've been trying to use Airpods. Good sound, but they just don't stay in my ears. A few others had other problems. But, I came across a review for the Samsung Galaxy Earbuds from a trusted source, and decided I'd try once more. Well, they not only fit, but the sound quality is pretty good and they don't look like bended Qtips hanging off my ears (as a mature woman, that's important). Thanks, Samsung.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_231?ie=UTF8&pageNumber=231&reviewerType=all_reviews"
