title,body,rating,product
Great Wireless Earbuds.,"This is a great wireless earbuds but the only thing is that if you stand far from your phone and someone walks by you, it cuts off the connection. Haha, but its overall pretty nice for such a good price. I didn't expect crazy high quality but I expected it to block out surrounding sounds and it did just that. Sits well on the ears and it comes with multiple ear piece sizes. I would definitely buy again.",4.0,Tozo10 Bluetooth Wireless Earbuds
Extremely satisfied,"I am very impressed with the Tozo T10. The packaging was incredible. It has amazing set of features with very fair pricing. The bluetooth has a stronger connection with longer distance connectivity. It offers very natural sound with powerful bass performance. I use it while working out and I don’t have to worry about my the sweat damaging my earbud since IPX8 waterproof Nano-coating protects the earbuds and charging case from sweat or water. Pairing to your device is very simple and easy. All you need to do is pick up 2 Headsets from charging box and they will connect each other automatically. And then enter mobile phone bluetooth setting choose ""TOZO-T10-R"" to pair the earbuds. All set!!!
#HappyCustomer :)

I am very satisfied with this product. The best part is they offered me a free wireless charger for my T10. Thank you TOZO :)",5.0,Tozo10 Bluetooth Wireless Earbuds
Excellent customer support!!!,"This is a follow on review to note the excellent customer support upon purchasing the heads related to follow up how they worked from the company.  Very friendly, helpful and focused on customer satisfaction.  My initial reviewed talked about how easy they were to pair, fit my ears right of the box, sounds was really good, and love the box charging feature.  So far, so good on calls and walking with them in.",5.0,Tozo10 Bluetooth Wireless Earbuds
Awesome headphones,"I did some research and compared different models of earbuds that come in charging cases.  I personally do not like ones with hooks, so these are perfect for what I was looking for.  I have sweat in them while working and they have been wet in a pool and stood up to that.  I really like the wireless charging option for the case that was one of the biggest sellers for me.  The case itself is great and fits in my pocket easily, the earbuds ""click"" in magnetically which is great, because they feel secure when in.  Overall I am very happy with this purchase, sound quality is great, and paring was very simple.  Able to use one or both earbuds easily.",5.0,Tozo10 Bluetooth Wireless Earbuds
They fit great and stay put!,"I have only had these for a week but I am so far very happy with them. If you just follow the instructions how to put them in, they fit great and will stay put. They sound is good and the box is convenient and makes it easy to bring with you and not loose. They sound when you turn them off is a bit low so I have sometimes hard to hear if they got turned off or not, but that might have to do with my age :).  I use it when I do hit and put my phone on floor or desk while exercising, sometimes it does loose connection in a ear, but only temporary and for a short brief second. I am happy with them and hope these will last a long time. I sweat like crazy when exercising so my problem has always been that and that no earphones seem to survive that. We will see.. but so far I can recommend these!",4.0,Tozo10 Bluetooth Wireless Earbuds
Great Short term listening,"I like these buds but unfortunately the battery life is only about 3 hours..which is sad. I'm on the road a lot listening to podcasts, music, etc.
the Good: They come on and pair automatically when you pull them out of the case, Good sound, good fit.
The Bad: Pairing takes longer than i expected..about 90 secs to pair both automatically.  The battery life on these jewels suck...and this is a biggy for me...theyre now reduced to workout buds only.",3.0,Tozo10 Bluetooth Wireless Earbuds
IF you are using these for calls... look else where.,"UPDATE: emailed their customer support regarding my concern and didn't hear back; its been two weeks. The customer is supposed to matter.
I work in an office, so if I get a call on my cell--its nice to be able to switch from music to my headphones without having to take something out to pick up. I would give these such a high rating, BUT because I got these thinking it would make it even easier answering calls while working--and its actually making it harder and more frustrating-- I will be returning. I can use my wired headphones to call and know people can hear me. Very frustrating. If these are just for music for you, then you will love them. The fact that you can use just one is great, so if you are out and one dies, you switch to the other while charging. I like that the buds just connect as you pull them out of the case. JUST FIGURE OUT THE MIC!",1.0,Tozo10 Bluetooth Wireless Earbuds
Amazing Sound and Quality for a Bargain Price,When I was looking for a good pair of wireless earbuds I came across these on Amazon. I'm really glad I did too. These earbuds are very comfortable and sound really good. The level of clarity and rich bass that comes from these is pretty amazing. I thought that I'd need to spend over$100 to get something that sounded decent but I'm glad I took the chance in these. Add in wireless charging and this deal is outright insane.,5.0,Tozo10 Bluetooth Wireless Earbuds
Impressive,I wasn’t getting my hopes up about these ear buds. My 4 year was speaking to me and i can’t hear him at all. I think I’ll keep them in till he turns 18. Nice buds. Would buy again!,5.0,Tozo10 Bluetooth Wireless Earbuds
The Tozo T10 earbuds have loads of features found on more expensive earbuds,I am a very fussy person when it comes to listening to audio and tried 7 different brands and types but the Tozo 10 earbuds have great highs as well is very nice bass and cymbals sizzle. You will never get the high end out of the over the ear headphones like you will get with these earbuds.,5.0,Tozo10 Bluetooth Wireless Earbuds
Great sounding.,"It stays in your ear. Easy to recharge. As soon as you pop them out of the charger it reconnects to your phone. I really like that feature. The biggest problem is it picks up every noise in my truck and people can’t hear me that well. I mostly bought this for talking in my truck but I use it to listen to talk radio. The sound is very clear.

Built well. Solid materials. Magnetic earbuds so they snap into place in the charger. Batteries last 3 hours when I continuously talk or listen to podcast.",4.0,Tozo10 Bluetooth Wireless Earbuds
Very good for the price,"I have relatively small ear-openings and these actually fit quite comfortably. They likely fit better in terms of seating more within the average person's ears, but so far I have run around with them and no problems!!! I'm not sure if they would fall out with swimming (they suggest in packaging that they can) but I don't swim so it's hard to comment. I am however really happy with the sound quality!!! I actually feel the noise cancelling is quite impressive for this price range, and the packaging is great and so slim. Love them :)",5.0,Tozo10 Bluetooth Wireless Earbuds
Excellent sound quality for the price point,"This is my 3rd pair of truly wireless earbuds.  My 1st pair sounded great, but didn't have a charging case, so you had to plug them into a charging source whenever they needed charging.  So when I started seeing these new versions with a charging case, I was intrigued.  My first foray into this segment was disappointing.  The sound quality was simply awful.  No bass whatsoever.  With those returned, I stumbled upon these.  What a difference!  Solid bass (not over powering) and clean highs.  While these don't have a hook to hold them in your ears, they seem to stay put.  I replaced the silicone ear tips with memory foam ones and both the sound quality and retention seemed to improve.  If you want to rid yourself of cords and don't want to spend a fortune, these may be the earbuds for you.",5.0,Tozo10 Bluetooth Wireless Earbuds
Best Wireless Earbuds for the Money.,This could be my best bargain ever on Amazon. Purchased as one of the deals of the day after considering Apple wireless EarPods for over 5 times the price. Have now used for alomost 3 months and liking them more than ever. They link quickly to each other and my iPhone. The sound is amazing for the price...would be amazing for 3 times the price. Love the deep base...great when I am working out in a noisy gym or walking around my community. They fit perfectly in my ear....very comfortable. The charging case is great. Fortunately I had a wireless charging pad as a giveaway from a conference I attended. Charges quickly and case is good for 3 more charges. An all around great purchase.,5.0,Tozo10 Bluetooth Wireless Earbuds
not for calls,"I fully compared 3 Bluetooth headsets  this T 10 Headset,The OTium And 10 headset, and the LG 730 headset i use these for everything; driving, working out,  working in garage while making calls for all things listed.

TOZO T10
everything is as advertised except range
This headsetBuilt durable charging case is really niceThey feel comfortable in their ear. The sound quality seems pretty decentI can hear everything with good soundCall and listen to music and videos from both ears. For activities they stay in the ear they did not jostle around I do have rather large ears and was impressed by the fit.
However these are not for calls I sounded very distant comparatively to the other two Bluetooth headphones. Yes there is limited background noiseBecause everything sounded so distant. The range is rather questionable walking throughout a houseStraight line full battery you might reach before potential that they advertise. I wouldn't consider these noise cancelingHowever they do fit so snuggly in the ear comfortably they just block the ambient  noise.  One thing I did not like about these is Because it blocks the ambient noise I have to pull one out of ear Anytime someone is talking to me or want to hear what's going on around me.  The battery life is probably the worst I have experienced. As advertised you will get about only three hours of music n video. You can charge them in the case at least twice though Before plugging the case in.  when battery drops so does range and clarity.  Bottom line if I did not need to make phone calls and I just want to listenTo music  or videos for only 3 hours This is a solid choice.  I did not test water resistance  just sweet resistance was fine though
these are not practical for me

OtuIUM M 10
These headsets are extremely lightweight Can barely tell they hanging from your ear. HoweverIf you have to pull out the right earbud due to the placement of the volume And multi function button they we'll hang down and pull on the back of your neck.  Sound for music and videoIs not as Crisp the T10 However the clarity for the Person you are callingIs clearWith that being said that they can hear every ounce of background noise. From banging cupboards to shutting drawers, Fans were humming in the background. They will pick up all ambient noise but still be able to hear you.  they do fine for working out / running lil flops from the button piece but not bad.
the magnet catch is ok but not as awesome as they make it out to be
range was as advertised was able to go to the far side of my house from phone  before distortion 3 walls 30 ft or so.
so far this the one i will test further for durability

Lg 730
This headset was my favorite go too, it  is an older technology and a little bulky but has never let me down.  sound quality and distance is extremely comparableTo the M 10.  Due to its bulkRunning and working out makes this extremely floppyIn bouncing around on your neck. The battery life completely outperformed the other two. The quality of call for others Is right in line with the M10.  I haveFully driven this in rainWorking outThrowing it aroundIt is extremely durable And the battery will last 6-8 hours.  It does have a manual on off switch,  And the earbuds are held magnetically intoThe neck piece.  Comparably for the cost730 doesn't tube too bad of a job for old technology and cost if you can get it under 20 bucks.

I'm still searching for the perfect headsetFor multipurpose useAnd most importantlyQuality of callsFor the person on the other end of line. However out of these three.  the T10  will be returned and i will keep the other 2 for my needs",3.0,Tozo10 Bluetooth Wireless Earbuds
These are the BEST wireless headphones ever!!!,I have Sony noise canceling headphones 🎧 and these I think are better. I love the Phaiser headphones sold here on amazon for half the price. The Phaisers battery lasts longer for sure but these sound better and no annoying head wrap. I use the Phaiser strictly for heavy  fitness activity. I skateboard and gym lift akd aerobics exercise with these and they stay in perfect. I did swap the regular tips for foam since I buy foam tips in bulk and prefer to gross feeling silicone ones. The foam combo makes these super noise canceling even better than the Sony who supposedly lead the pack in noise cancellation. The bass is batter than the Phaisers and the highs are very clear and sound great. I have tried many other wireless headphones over the years that range in price from $19 to $300 and I can honestly say that these are the absolute overall best value and best sound quality and best in ear wireless headphones.,5.0,Tozo10 Bluetooth Wireless Earbuds
Good Alternative to More Expensive Wireless Earbuds,"As the title states, these earbuds are a good alternative to more expensive earbuds.  I use these mainly for watching programs while I work out.  Past earbuds would not stay in my ear, but I had issues with Bluetooth dropping.  These earbuds stay very well in my ear while I'm working out and sweating.  They are pretty good at blocking out all noise, but really only can compare that when I had to pull one out when someone was talking to me.  The sound quality when used on a Samsung phone and Samsung tablet was very good.  Overall, very satisfied with the quality, in case charging, and the wireless charging option.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great value and with the money,"These earbuds sound great for $50. There is minimal bass response. Other than that they sound great. My wife yes them while riding on the back of my motorcycle. She loves them. Great battery life and supper convenient to be able to recharge them with the caring case. Super good value. If you want bass, you'll need to go with sy much more expensive setup.",4.0,Tozo10 Bluetooth Wireless Earbuds
Better than I expected for the price.,"I don't use earbuds often, but while on vacation, I do a lot of walking and the earbuds that came with the iPhone kept falling out.  I finally decided to get a pair of wireless earbuds to see if they would stay in.  I didn't want to pay a ton of money either.  These earbuds have worked out great.  The smallest size ear attachment worked out best for me.  They feel snug and the sound is great.  Would recommend these.",5.0,Tozo10 Bluetooth Wireless Earbuds
Good little wireless earbuds,"Overall, this is a really good product. Once I figured out which size rubber adapter fit my ears, these have been awesome. You would have to be ok with things being in your ears like earplugs for these to be comfortable. Sound quality is really good with good bass and quality treble and mids. The only thing I would like is for the battery life to be a little better, but considering how small these are and how good the sound quality is even at high volumes, it is more than acceptable for me.

I mostly use them while running and they stay put in my ears and cause no discomfort. I would recommend these for the price.",5.0,Tozo10 Bluetooth Wireless Earbuds
Very good Purchase,"These earbuds are very important to me; I use them mainly at bed-time to listen to audio files that helps me to sleep better. I do not have to worry about cords which can be annoying. These wireless buds are much better.
Customer service is excellent. Thanks TozoStore for excellent service!

A. Parker",5.0,Tozo10 Bluetooth Wireless Earbuds
Believe the Hype,"After rolling through several reviews of the best budget earbuds out today and seeing the Tozo T10 prominently featured I decided to roll the dice and all I can say is... wow. For this price point, you will be hard-pressed to find a better out of the box bass delivery system. I have always used large tips for my earbuds but the added X-large tips take it up a notch. The sound is clean with punchy bass verging on thunderous depending on the fit/size of the ear tip. A snug fit is key to experiencing the full force of these little beauties. I am currently using memory foam tips that take the bass to that aforementioned ""thunderous"" level. Rage Against the Machine was finally able to rock on 2 small earbuds as heavy as they ever have on my home stereo. If bass is your thing, you just found paradise. And it's made out of memory foam.

Call quality seems to be good with the mic doing a decent job. I have had no complaints during calls. The lack of media controls is a bummer but pause, play, & redial suits the basic needs of the average person. Make no mistake, the sound is what drives people to the Tozo T10s. That's the reason I came and ultimately stayed. Any Bass-heads out there need to take a serious look at Tozo T10s when it's time to get new affordable buds. The bang for your buck on the T10s is fantastic.  Great Sound, Great Bass, Great price.",5.0,Tozo10 Bluetooth Wireless Earbuds
No extra tips? Otherwise GREAT,"These buds are NO JOKE!  I am blown away at the sound. The bass really is rich and clear.  The treble could increased a little more but that is minor compared to the sound these things pump out!
Battery life is sufficient especially with the case being a backup charger.

My only complaint is that for some reason I didnt get the extra ear tips and the cord for the case.... I am using the tips that came pre installed which are ok but I need a size down.  Tried to find how to email seller but no link... Oh well. Even with that small issue I still gave 5 stars for sound and price!!

Overall these buds WONT DISAPPOINT!!!",5.0,Tozo10 Bluetooth Wireless Earbuds
Great set of earbuds for under $100,"Very happy with these ear buds. Charging case is great quality and they sound really good. My only criticism (which is a minor one) is that I would like them to get a little louder. The good thing, however, is that even at max volume the sound quality is never compromised. Sound remain crisp and just the right amount of bass. I would recommend trying the various bud sizes to figure out which sounds and feels the best. I was surprised at the difference in sound quality when I switched the size. I would definitely recommend these to anyone.",5.0,Tozo10 Bluetooth Wireless Earbuds
By Far My Favorite Wireless Earbuds On The Market,"Let me start off by stating I have tried just about all of the most popular wireless earbuds currently available and none compare to the quality of these. The most important characteristics of bluetooth earbuds that mattered to me most was: 1. range of sound, 2. durability, and 3. comfortability and feel for all day use. Oh and they needed to be able to connect individually and simultaneously whenever desired.  For the price range of $50, these were the only headphones that I found to meet all my expectations.

I use them mostly to listen to music every day while at work for it helps make me more productive during my blue collar work day. Between cutting wood and listening for my name over the loud speaker, I could get these earbuds to range from soft to outside noise cancelling quite easily.

As far as durability, they were the only earbuds that could withstand being dropped without breaking into a million pieces.  The construction and materials used are extremely tough and built to last for a long time.

And lastly the comfort of wearing these every day was far greater than expected. Literally everything about them I loved until I accidentally crushed one by stepping on it.  Thankfully, the customer service at TOZO reached back to me through email and clarified they were covered by warranty.  TOZO won me over as a lifetime customer and I will continue to keep purchasing from them and recommending them in the future.",5.0,Tozo10 Bluetooth Wireless Earbuds
Annoying issue,"I enjoy the earbuds but the left earbud seems to constantly connect and disconnect, cutting out and sometimes taking a second or two to resume sound, it's rather annoying",1.0,Tozo10 Bluetooth Wireless Earbuds
Is waterproof!!,These are absolutely awesome! Battery is just a few hours but still great for the price. I accidentally tested the water proof part when on fell out of my ear and into a bucket of water.. Picked it up shock it off put it back iny ear and continued working and still does.. Over all highly recommend..,5.0,Tozo10 Bluetooth Wireless Earbuds
Good doesn't mean Best!!!,"Pros:
-great sound for music with excellent bass and a balanced equalizer.
-excellent for talking with good sound for person on other end
-syncing is good but could be better

Cons:
-battery life on the case is poor and had to be recharged every two days
-the buds are huge and bulky. There's a bit of heaviness that causes them to sag and not feel secure in my ear
-pressing the action button on the earbud requires such pressure that it pushes the bud into my ear and is uncomfortable!! I prefer a touch command like my previous pair

Am returning the product. The 14K reviews and stars impressed me to purchase but these just aren't for me",2.0,Tozo10 Bluetooth Wireless Earbuds
So far so good,"I have only had the chance to use these earbuds for two days, but so far they have been absolutely wonderful. The sound quality is awesome and it was extremely easy to pair to my phone. I have not had the chance to test out how well the battery life is but I like how the case charges the buds between uses. The only unfortunate thing is that the earbuds cannot control volume and/or change the song. In the scheme of things this isn't a huge deal for me. All in all I am extremely happy with the earbuds and would definitely recommend them-especially for the price.",4.0,Tozo10 Bluetooth Wireless Earbuds
"Great sound, great fit! Love that they’re waterproof!","These ear buds are great! With the different sizes of pads that come with them, I found the perfect fit. I wear them mostly at the gym (where the house radio station is pretty loud) and when working outside and mowing. They cancel outside noise really well and sound great and clear even when on my riding mower. I haven’t worn them in the rain yet, but I love that I could. Tozo’s customer service has been great. I am very happy with these ear buds.",5.0,Tozo10 Bluetooth Wireless Earbuds
First wireless earbuds,I was hesitant to switch to wireless earbuds due to battery life and wireless technology in general. I've had no connection issues and I've yet to run out of batteries in a day. Having the case handy to store them in and charge them at the same time is while not in use is awesome. Overall I am very happy to be rid of wires that get caught on things and pull the earbuds out. The bass is great and I won't be going back to wires after these!,5.0,Tozo10 Bluetooth Wireless Earbuds
Meh,"Pros:
Affordable
Decent Bluetooth distance
Decent speakers
Water resistant
Cons:
Sound is a little tinny,
lacks bass,
the speakers tend to slip out of my ear easier than normal,
battery quickly loses charge",3.0,Tozo10 Bluetooth Wireless Earbuds
"Great product, no cables no cords no worries","As with all wireless earbuds you need to find the right position so they dont fall out.  But once you do, these are great!  Wireless charging inside the case, and the case its self charges wireless. Bought a bluetooth dongle for my pc and work all day with these in.  No cords! Only drawback is that there is no skip button for listening to music.",5.0,Tozo10 Bluetooth Wireless Earbuds
So Far So Good,"I've owned these for about a week.  Nice packaging.  The case is nice and seems to be well made.  Haven't tried the wireless charging yet.  The sound quality is great.

Note:  When I first started using them, I thought the sound was ok.  After playing around with the different sizes, I landed on the next size up.  Doing so totally changed the sound quality.  The bass hits hard and the sound quality sounds like its in your head.

On the first day I noticed that the Left side would cut in and out.  I was going to return them because it wasn't working.  I started using them at work for the past four days and it hasn't cut out once.  I don't know if it was fluke or maybe interference at my house.  I will try again at home and see if that is the problem.  I will update review if things start going downhill.  ""So Far So Good""",5.0,Tozo10 Bluetooth Wireless Earbuds
Easy to use!  Great for the price.,I use these earbuds for work and they are great.  They are convenient and easy to use.  Also they are very comfortable. They connected easily to Bluetooth and lasted for my complete shift.  I definitely recommend these earbuds.,5.0,Tozo10 Bluetooth Wireless Earbuds
"I'm hip, connected, and cordless.  I'm free and in touch if I want to be.",Been tied to my cell phone in travels and at properties I own.  Always in my pocket and can't dig it out in time.  These blue tooth buds have made my life less complicated and simplified.  Only had them for a few days and so only pairing with a few of too many devices.  Sound quality and voice transmission very good. Comfortable and do not obscure normal  conversation or sound.  Time will tell.  Using windows 10 and android devices,5.0,Tozo10 Bluetooth Wireless Earbuds
Earbuds are a great value,"I wanted some easy to use wireless earbuds for when I exercise - either in the gym or on a bike ride outdoors. I have worn them twice and I have to say I am pretty pleased.  They paired with my Motorola X4 phone right away.  I have had used them twice so far. First, I charged them on the previous night.  The next morning, I noticed that they seemed to be having some very short connectivity gaps when the microwave was on.  It was an odd coincidence, but it happened.  Then, I wore them to my gym and I was doing various exercises.  I am not sure why, but it seemed like at times the right earbud was momentarily losing contact with the left earbud as i tilted/crunched my way through the exercises.  It wasn't bad, but I was not expecting that.  My expectation was that these earbuds are only 6 to 8 inches apart between my ears so why would there be any problem? This morning, I wore them on a bike ride and I experienced no issues whatsoever.  On both occasions, I was also wearing my Fitbit Inspire HR tracker so there were at least two Bluetooth connections to my phone. I'm not sure if that matters.

I am going to continue using these for the next few days and will monitor the performance.  However, if these don't stop working and continue giving me a good experience, then I will feel it was well worth it.

Having the wireless earbuds is much better than having wired earbuds (so old fashioned, I now realize).  Thanks TOZO!",5.0,Tozo10 Bluetooth Wireless Earbuds
Great ear buds for a great price.,I live these ear buds by Tozo. I've been looking to transition to wireless earbuds for about a year but didn't want to give up sound quality. I have tried my friends ear buds from other companies and found them to lack sound quality or be expensive.  When I saw the reviews for the Tozo ear buds I thought I should give them a try. I live them so much that I ordered a separate pair just to keep at work.,5.0,Tozo10 Bluetooth Wireless Earbuds
Solid pair of wireless headphones,"I bought this pair of headphones for my father, who wanted to join the wireless gang. The sound quality was pretty good with nice full bass. It did take some trial and error to find the best fitting position for the buds to stay in place. The battery life is pretty standard for these types of buds lasting about an 1 1/2 - 2 hours.  Overall pretty impressed with these ear buds and they are worth a shot!",4.0,Tozo10 Bluetooth Wireless Earbuds
Broken after two months,"EDIT: Just after a couple months of use, the left earbud has stopped working. Changing my review til this is addressed.

I got these because my old pair of earbuds were dying.

These are great for commuting in NYC and working out. They cancel out the noise of my morning commute and fit comfortably in my ear, thanks to the varied sizes of eartips they included with the buds. The sound quality is better than I expected, though a bit bass heavy. And I've yet to run out of battery - I pop them back in after my morning commute and they're fully charged for the gym later in the day.

Will update if anything changes, but these are great so far.",2.0,Tozo10 Bluetooth Wireless Earbuds
I highly recommend!!!!,"I was wanting to purchase another set of earbuds and had just ordered my son the Skullcandy Indy buds but really didn’t want the arm on them just wanted some that stuck inside my ear i has looked at several different kinds and came across the Tozo watched several reviews on YouTube as well as reading the reviews on amazon and decided on the Tozo and so glad I did love the sleek look, the magnet snaps on case, not having to turn on or off, multi charges, and the wireless option for charging.",5.0,Tozo10 Bluetooth Wireless Earbuds
"For People who Want Earbuds, but Can't Wear Earbuds","I had a really hard time with Airpods staying put. I live in NYC and was terrified to lose them in the subway tracks. When this finally came to pass, I decided a cheaper option had to be the way to go.

Luckily, these stay put, have amazing sound quality, and are really affordable. I can ride the subway and ignore Showtime with ease.",5.0,Tozo10 Bluetooth Wireless Earbuds
Get these!,"Dude this suckers a pretty good, there is a good amount of bass, sound canceling, great audio, phone calls work fine although the person on the other end says you sound a bit far away which is typical for a Bluetooth device. Quite durable I’ve dropped them separately and in the case like multiple times and still no cracks, scratches or dings, charges pretty fast, charge lasts, I wear these in the shower like everyday, so I don’t feel bad blasting my music anymore, it would be great if you could change songs by pressing the earpiece like you used to with Apple headphones. But overall worth the price!",5.0,Tozo10 Bluetooth Wireless Earbuds
"Has a few down falls, but great product","Great headphones. Simple set up and user friendly. The sound is great. They fit into ear easily. Not too bulky. Lightweight.

The only thing I do not like about these headphones is that you cannot change songs nor turn up/down the volume from the actual headphones. Plus my set did not come with extra ear pieces to customize the fit.",4.0,Tozo10 Bluetooth Wireless Earbuds
Sound great!,"I saw these on sale and said what the heck. Got a pair for me and a pair for my girlfriend who has been hounding me to get apple pods. When she saw these and got jealous I whipped out the pair I got her and she snatched em. We were both amazed by how nice the presentation of the packaging is, the materials, and most importantly the sound. Heaps of low end. She jumped up and down to see if they would pop out. They didnt. Even if they did they come with different size plugs. I love that you can charge them from the carry case suppposedly up to 4 times. I listened to these all night and they went strong the whole time. The case is magnetized so that it snaps shut and so are the buds themselves. They pop right in and charge. Pairing was a breeze. The case door is opaque so you can see the chargu g status. I notice on the white set, it wasnt as clear to see the status as on the black...at least in a lit room. I saved myself about 150 bucks since she is happy enough with these. She pretty much ignored me the whole night listening to her music with these on. As far as that goes, it blocks out a good amount of sound. I flushed the toilet with these on and I had to open lid to see if it really flushed because I heard zero noise so do t drive with these on listening to music. I find myself listening to more music because of how enjoyable these are.",5.0,Tozo10 Bluetooth Wireless Earbuds
Immensely satisfied,"This product did exactly what I wanted it to. I bought these with the hope that they would be able to do everything my wired earphones do, but without the wires. It very much satisfies these requirements. The connection didn't cut out as long as I stayed within roughly 8 meters, and I got the full quality of sound that wired earphones give. The battery time wasn't a problem at all, with me being able to keep them in my ears for up to 4 hours without any problems. The water resistance was also a big selling point for me, and I was able to take them into the shower without a problem. If they do end up breaking, the free 1-year warranty eases my mind. The case seems quite sturdy, and I have yet to have a problem with it. They were extremely easy to set up, and I would happily recommend these to a friend.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great waterproof earbuds!,"The TOZO T10 earbuds are excellent. They work well in the shower as well as the gym. Sound quality and noise cancellation are top notch. A full charge may not last 3.5 hours of constant music, but it lasts at least 2.5 hours.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great Wireless Earbuds!,"These are great wireless earbuds!  I was happy to see that they can survive a trip through the washing machine, which is how I lost my last pair (different brand).  The sound is good and they fit snugly and comfortably.  Also, there is a 1 year warranty in the package, which I hadn't noticed when I bought it.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great for the gym and the price is right,"Overall a totally decent pair of headphones, great quality for the price

Range: Adequate, although they start to cut out if I leave my phone on one side of the gym and walk to the far side.
Sound: Just fine, although I'm not an audiophile and listening in a loud gym usually
Battery power: At least 1.5 hours gets me through my workout, then they recharge in the case
Durability: So far no issues, IPX8 is nice but I haven't taken them swimming
Comfort: Fit nicely in ear.  They stay in well at the gym, but would definitely fall out during high intensity activity with a lot of head movement",4.0,Tozo10 Bluetooth Wireless Earbuds
They're Chinese,"very badly built case for the earphones, they also make very irritating sounds while connecting or disconnecting. Sound quality is nowhere close to the bigger more well known brands, ofcourse you pay for the cost of R&D with bigger brands but I'm also questioning the safety of these earphones, how good are they for your eardrums in the long run? If you can spend a little more I say do that and get a better brand but for the price these are ok. Sound is not great either, they sound like chap earbuds, bass is really ghetto and not clear, kind of like a bass of a car stereo when your standing outside the car. good battery life though and these are not touch so don't be fooled.",2.0,Tozo10 Bluetooth Wireless Earbuds
AMAZING HEADPHONES,"I’ve never really been sold on totally wireless headphones because I tend to run and jump too much while working out. Well I went on a limp and bought the TOZO 10 Bluetooth headphones and I did the craziest workout I could think of to make these headphones fall out. No matter how hard I ran, how many time I shook my head, they never moved an inch. Probably the best headphones I’ve ever used, and the sound quality is amazing as well. Will be buying this product again!",5.0,Tozo10 Bluetooth Wireless Earbuds
Great for the price! Customer service awesome!,"Ok. I got this product on super sale $39. Good deal. My first unit worked great but had problems cutting out and one side failed. I sent a message but for price expected, nada. But was pleaseantly surprised within a few hours I got an email..... Wow!! They sent a new unit out and got it 2 days later. Told me to keep the old one. Awesome.
Second pair has worked great and consistent for nearly 6months now.
The charger gives you about 2-3 charges at best. Full charge is consistent at 4hrs of music at high volumes. Eartips are good but after about 4hrs in the ear, gets uncomfortable. That's expected.
If your gunna compare these to Samsung buds or Beats? Those have more features for sure, but for the price.
Cons- might be a little larger than others when in your ear.
Pairing sometimes is often clunky. If your running or doing back flips they might not stay in your ear.
Pros- customer service was great, battery life, good fit that blocks out outside noise well. Comfortable.",4.0,Tozo10 Bluetooth Wireless Earbuds
Good for running,I use these for running. They stay well in my ears. They are very light weight and do not hurt after wearing them for a while. I like the quality of the sound also. I need to plug in the base about once every two weeks. I am very happy with my purchase.,5.0,Tozo10 Bluetooth Wireless Earbuds
"Amazing product, true waterproof",This is a awesome product! I love it. It was expensive and I was  originally skeptical. After buying this product I love it. I didn’t believe it was waterproof and I actually decided to throw it in the tub. It still works and the sound is great. These headphones last around three hours for me and I can get about three or four more charges from the case. This is one of my best investments. 10 out of 10 recommend .,5.0,Tozo10 Bluetooth Wireless Earbuds
Good way to try out Wirelss earbuds,"I was unsure about the jump to totally wireless earbuds. I was worried id lose them, they may fall out while using them, they would be a hassle to connect, among other concerns.

Im happy to say that these earbuds have quelled all doubts.
They come in a convenient carrying case that also charges them, so losing them is not a problem.
I have use them at the gym with no signs of them falling out.
And the earbuds immediately connect with eachother upon pulling them fron the case. And connecting to the phone is no more complicated than any other headset.

Very happy. Would recomend.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great sound quality.,"The sound quality is great for this little bluetooth earphones. Loud for this little package.
Pairing is simple, pick up both earphones and the left one will pair with the master right.

The wireless capable charging box is a great idea. After use, put it in the box to charge these earphones. It's always charged up when you pick them up. Smart thinking.

The only thing they can do to make it better by make the charging box a little thinner.",5.0,Tozo10 Bluetooth Wireless Earbuds
Perfect Wireless Headphones,"Great purchase!  Phenomenal Sound Quality, and easy to use.  It takes some getting use to on the connection side, but once you have that down, they are a great asset!",5.0,Tozo10 Bluetooth Wireless Earbuds
"Bad noise cancellation, and poor anchoring connectivity","Earbuds do not  cancel noise, as well as there is an issue with how strong the connection between the two earbuds are when anchoring together, the slightest movement or angle can cause the left ear bud to tune in and out making their main use annoying at most points in time, especially if your doing any movement at all (or none in some instances I noticed).",2.0,Tozo10 Bluetooth Wireless Earbuds
Great Product And Great Customer Service,"These ear buds are great! I really loved how well they worked for me and how convenient they are. The microphones work amazingly, I can take calls and be heard clearly, the sound was fantastic, and when I had a bit of trouble with the earbuds I was immediately helped by customer service it didn't take more than a few hours for them to reach out and help me. Overall great product I would buy it again, and I would suggest buying it.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great Quality for their price,"For the low cost of these headphones, I've been very impressed with their battery life, quality of sound (very good), and noise cancellation (very good). Charging is super easy and lasts quite a while. The water proof is great for when I'm walking or running in the rain. They are great for the gym, and won't fall out with any activities. The only thing I wish was a little better iss bluetooth connecting to your phone. Sometimes it takes a couple tries if you don't connect right away. Overall, I'd highly recommend these. A great deal for their price.",5.0,Tozo10 Bluetooth Wireless Earbuds
