title,body,rating,product
One of the best earbuds!,I like how long the batteries are lasting. Very easy to connect and easily checking batteries life in percentages.,5.0,Apple Airpods-Latest Model
Worth the money,Absolutely love these,5.0,Apple Airpods-Latest Model
So easy to use and excellent sound quality,Love them,5.0,Apple Airpods-Latest Model
Great product,Perfect,5.0,Apple Airpods-Latest Model
I’ve had them  MONTH-right one stopped working!,"I’ve had these for a MONTH.
Worked fine and lasted okay since I work 13 hours and have class after.
But recently my right one stopped working!! Never dropped them,always kept them on my badge Id so not near water nor in the 104° heat! I also have no clue how to get a another right AirPod or who to contact.",1.0,Apple Airpods-Latest Model
Make sure they are charged,Perfect hands free option to hearing and listening,5.0,Apple Airpods-Latest Model
Works Great,"The package comes with usb cable and charging case along with the AirPods. Lovely sound quality and great touch with the options to select which of the AirPod you want to control music and or Siri.

The talk time on the AirPods after charging is 2hrs for me but the charging case lasts up to 24hours. The good thing about this is the fast charge for the AirPods after you place them back in the charging case. Takes between 5-10mins to charge AirPods to 100% . So you can easily put one AirPod in the case for charging while still on your call.",5.0,Apple Airpods-Latest Model
Worh every penny,My nephew absolutely loves these,5.0,Apple Airpods-Latest Model
real?,"they’re real came in good
fast shipping",5.0,Apple Airpods-Latest Model
Not the latest version of Airpods.,The title is misleading with “latest version” do not mistake these for AirPods 2 they are not. You can tell by the case. The light should be on the front not inside.,3.0,Apple Airpods-Latest Model
STEVE IS MAGIC,"Steve Jobs = Wizard. I put these harsh bitches through the wash, and they still work. 10/10 dece shiz doe",5.0,Apple Airpods-Latest Model
Tini tiny,I used my credit card points and got my little baby. I really love it.,5.0,Apple Airpods-Latest Model
Love them,Great AirPods. Love the sound quality.,5.0,Apple Airpods-Latest Model
Over Rated!,"Over Rated!

I think people only buy this for the look,

Don't get me wrong - it is great quality, but I don't know if it's really worth it...

But it's not my money...",3.0,Apple Airpods-Latest Model
Better than expected,"The right pod keeps falling out of my ear. Otherwise, they are good.",4.0,Apple Airpods-Latest Model
Love my AirPods!,Easy to use and good sound.,5.0,Apple Airpods-Latest Model
Love my AirPods!,Love my AirPods!,5.0,Apple Airpods-Latest Model
I recommend this product.,Great sound and voice!,5.0,Apple Airpods-Latest Model
Great,Work great,5.0,Apple Airpods-Latest Model
Excellent quality,Airpods add freedom.,5.0,Apple Airpods-Latest Model
first and last apple product purchase,"i got these ear buds because they say they will pair fine with an android phone. they do-- about 20 percent of the time. they often stop working randomly-- one ear will just stop working... or both.

most of the time they simply don't operate like standard ear buds. i have a $40 set that works much better.",2.0,Apple Airpods-Latest Model
Everything I hoped for,They are great for running with my Apple Watch. They stay in with a comfortable fit. Sound is very good. They die if left out overnight but charge very quickly.,5.0,Apple Airpods-Latest Model
Excelente,Excelente regalo,5.0,Apple Airpods-Latest Model
Ear phone,Great sound,5.0,Apple Airpods-Latest Model
Great gift idea,Great gift idea,5.0,Apple Airpods-Latest Model
100% good,100% recommend these are real apple packages and everything,5.0,Apple Airpods-Latest Model
Excelente producto,10 de 10,5.0,Apple Airpods-Latest Model
Expected more,"It dies very quickly and not both sides get connected at times, it’s super annoying!",5.0,Apple Airpods-Latest Model
Right ear louder then left,Right ear is much louder than left. Went through all troubleshooting and settings still didn’t fix it,3.0,Apple Airpods-Latest Model
AirPods get it done!,Like it all,5.0,Apple Airpods-Latest Model
Great buy,"Awesome sound, Bluetooth and has three different sizes of ear pieces that would fit everyone. Handy little case that charges the ear buds. Try em. They wont disappoint!",5.0,Apple Airpods-Latest Model
Good Quality,The sound is very good.  Have not used for long periods of time.  Battery life seems good.,5.0,Apple Airpods-Latest Model
AirPods ftw,Apple makes a great product and knows how to make u spend a little bit more for it. But it does exactly what you need it to do.,5.0,Apple Airpods-Latest Model
Moneys Worth!,One of the best investments. You definitely get good use out of them.,5.0,Apple Airpods-Latest Model
Great product,"Work great, sound is perfect, love the recharging case.  Best purchase in a while",5.0,Apple Airpods-Latest Model
As expected,"I like it, pretty good",4.0,Apple Airpods-Latest Model
LOVE my airpods!,"These little guys are almost perfect. Battery life doesn't seem to last too terribly long, but otherwise I have no complaints whatsoever.",5.0,Apple Airpods-Latest Model
DEFINITELY NOT THE LATEST MODEL,These are not the latest model. They’re the first generation.,1.0,Apple Airpods-Latest Model
Super cool,"Really happy with these.  Awesome little magnetic charging case to put them in.  Answer calls, listen to podcasts, listen to music.  Great!",5.0,Apple Airpods-Latest Model
Great,Great sound quality. Amazing for exercising as they don’t fall out of your ears! They last a very long time too! Only complaint is they hurt my ears after an hour but my ears are small so that’s not Apple’s fault.,5.0,Apple Airpods-Latest Model
Not as advertised,"Well, I was really disappointed when I opened my AirPods today to find out that they are not the latest model as it was advised.",1.0,Apple Airpods-Latest Model
Good product,Good product and cost. Comes from Apple I verified from Apples website,5.0,Apple Airpods-Latest Model
I can't live without,"I can't live without
AirPods are just amazing, Im with than all the time, great sound, easy to set up, super light and very secure in the ears.
biking, running, skating - no problem ;D",5.0,Apple Airpods-Latest Model
Awesome!!,These are great for work!!,5.0,Apple Airpods-Latest Model
Google Chinese food,these saved my marriage,5.0,Apple Airpods-Latest Model
Bazingaaaa,"Great for all-purpose wireless earphones, great Bluetooth range. Perfect for iPhone users, must have in fact. its steep on the price, but the usability and user convenience surpasses any try wireless earphone. sound quality can be improved however for daily use and non-audiophiles great piece of equipment.",5.0,Apple Airpods-Latest Model
To hear clearly,nothing,4.0,Apple Airpods-Latest Model
Great! Arrived fast,I love these AirPods!!,5.0,Apple Airpods-Latest Model
works,works,4.0,Apple Airpods-Latest Model
It’s sounds Gucci and good,I love it,5.0,Apple Airpods-Latest Model
Very impressed,"I love these! I guess since I was ordering them from Amazon thought they would come open and missing pieces (don’t ask me why) but they came perfectly packaged as if they came from the Apple store directly. They fit nice, they’re incredible for ear buds and I’m very impressed. The sound cancelling is what I would have expected because of the fact that they’re just buds and not ear phones, but they still do a phenomenal job.",5.0,Apple Airpods-Latest Model
Comes very handy when you need it the most!,"Noise cancellation is not that great comparing to Bose or Sony, the quality is always apple quality, very good battery life time.",4.0,Apple Airpods-Latest Model
Worth the money!,Bought for both my teens. They love them!,5.0,Apple Airpods-Latest Model
Well worth it!,This product is well above the other after market cheaper versions out there. Well worth the money.,5.0,Apple Airpods-Latest Model
Too hyped,"These don’t sound as good as everyone makes it out to be. Bass is too damn loud, and the overall sound is not as clear as the regular headphones with the strings. Does not cancel noise, I am listening to them right now next to my running faucet and I can still hear the faucet even with the volume on maximum. I will be only using this in the gym and on runs, they also feel bulky in my ears and no you will not forget they are in your ears like how everyone has said.",2.0,Apple Airpods-Latest Model
They were airpods 2,"Was a little nervous about these not being airpods 2 from the reviews or not being ""new"". I bought them from the amazon warehouse selection, there was a used selection, I did not pick that one. I also checked the model number on the underside of the airpods and they are airpods 2 ""A2031"". I'm more than happy, they sound great and cant wait to use them at the gym.",1.0,Apple Airpods-Latest Model
Awesome,Work great and charge super fast,5.0,Apple Airpods-Latest Model
Very poor quality,It was defective,1.0,Apple Airpods-Latest Model
It is expensive but I love them.,I used to use a LG Tone Bluetooth headset for a long time. I hated the cords tangled up all the time. So I decided to try AirPods. Today I received them and I love it so far. Sound quality exceeded my expectations. No complaints so far other than the price.,5.0,Apple Airpods-Latest Model
Another good Apple product!!,I use these for running and they sound good and stay in my ears without worry. Super easy setup!!,5.0,Apple Airpods-Latest Model
The left side never worked,"I ordered my airpods 2 days ago, the left side never worked.
I am very disappointed., I just ordered my replacement.",1.0,Apple Airpods-Latest Model
Sound Fine to Me,"The sound is good but they don't stay in very well. I didn't think that would be an issue as the corded ones that come with the phone seemed to fall out because of the cords being slightly pulled on with movement. BUT, in all honesty, I have pretty big ears with pretty big openings, so maybe it's just me. I'm only interested in using them to listen to music, so if the speaker for talking on the phone is faulty, as I've read from other reviews, I really don't care too much.",4.0,Apple Airpods-Latest Model
Love,I use them everyday. They’re so perfect. I love them so much,5.0,Apple Airpods-Latest Model
Simple and Amazing!,Good and decent,5.0,Apple Airpods-Latest Model
Love these and so easy for the iPhone to recognize them 👍🏻,Great sound and soooo easy to install into your iphone!,5.0,Apple Airpods-Latest Model
Amazing!,Ordered on Amazon for a cheaper price than on Apple! Great quality!,5.0,Apple Airpods-Latest Model
Great sound quality.,"The sound has good quality and they are comfortable, however, the noise cancellation is poor",5.0,Apple Airpods-Latest Model
Order it on Costco.com (same price and no need to wait),"if you need it right away, go to costco.com.",1.0,Apple Airpods-Latest Model
Awesome,"Love it , quieter",5.0,Apple Airpods-Latest Model
Easy to use,I have this product for less than a month and it’s does last long on a charged battery.  For me I think it should be a little bit more louder.  I can update this review after I get that worked out.,5.0,Apple Airpods-Latest Model
I received an oldest model,"The description said it is a latest model however I received the first generation model without hi siri function.
Not sure Amazon intentionally did that or not.",1.0,Apple Airpods-Latest Model
Buena inversión,Excelente,5.0,Apple Airpods-Latest Model
Good product,"First  these are the second gen  model 2031.  the sound is very good.  i put them in a silicone case  i use siri like a secretary  and if not near a phone this helps out.  battery life is good so far, Fit is good,  as i heard it's not with some people.  overall good quality for the money. will recommend  will update after some use",5.0,Apple Airpods-Latest Model
"Very Basic, Not worth the price!",Literally just got these! The set up was super easy. The sound quality is $5 basic! Ok well maybe $10 basic. The only good thing is that they are truly wireless. I dont like how they fit in my ears. Only one AirPod work while watching YouTube videos. I can actually max out my volume and desire to turn it up louder but it wont get any louder. The base is so faint practically non existent. Ive been bamboozled. This price is Apple high but the quality is not good. I fell for the hype. After I use these further I will come back and update my review but as of right now I can say they are more hype than good and definitely not worth the price.,1.0,Apple Airpods-Latest Model
Great,"its great, they are head phones. cool little features!",5.0,Apple Airpods-Latest Model
Do not buy!!!,Junk. Threw these away in like 5 minutes.,1.0,Apple Airpods-Latest Model
Great product,"Works as described, I’m happy with my purchase.",5.0,Apple Airpods-Latest Model
It’s apple,It’s the best you can get mate,5.0,Apple Airpods-Latest Model
Great purchase l.,Great purchase definitely worth it.,5.0,Apple Airpods-Latest Model
They work great!,I love these things!!!,5.0,Apple Airpods-Latest Model
Great Purchase 🧐,I love them 😅 the sound quality is art itself 😓 and I just love how the battery life is reliable. They won’t die with a full charge for a long time!,5.0,Apple Airpods-Latest Model
Buy brand new to save yourself,I ordered a pair of use AirPods because they come from the Amazon warehouse and should be properly checked before being shipped out. Unfortunately mine never worked as a result of the AirPods inside the case not belonging to the case and being defective. Such a waste of time and money.,1.0,Apple Airpods-Latest Model
Convenient,"The sound and fit is exactly the same as the corded earpods for me. Not having a cable is nice, and the built in controls (tap to pause, double tap to skip, etc) is very convenient.  Worth the cost for me.",4.0,Apple Airpods-Latest Model
Great earbuds,My 13 year old loves them,5.0,Apple Airpods-Latest Model
It’s apple,It’s apple,5.0,Apple Airpods-Latest Model
It’s a really great product,I like everything about it. The sound is amazing,5.0,Apple Airpods-Latest Model
"great sound, easy to connect, ergonomic",great product,5.0,Apple Airpods-Latest Model
Perfect! Must Buy!,"I love these I've always had the desire to buy them and it came with the original box, everything is as described and fast delivery. Very impressed!",5.0,Apple Airpods-Latest Model
Best ever!,"Excellent headphones, perfect quality, A +",5.0,Apple Airpods-Latest Model
Perfect!,Very comfortable and easy to switch between devices.,5.0,Apple Airpods-Latest Model
sometimes it is can not link the iphone,"Sometimes, There are some noise",5.0,Apple Airpods-Latest Model
Apple Headphones,"Good headphones, possible issue with charging.",4.0,Apple Airpods-Latest Model
I love it,"It cost a lot, but it is a lot better than just buying mediocre bluetooth earphones.",5.0,Apple Airpods-Latest Model
My husband loves these,I got these for my husband for his birthday.  He loves them.  Do occasionally fall out; probably not for people with smaller ear canals.  Keeps a good charge and connected well.,5.0,Apple Airpods-Latest Model
Great gift,Awesome,5.0,Apple Airpods-Latest Model
Tremendous earbuds!,The best AirPods I've ever owned!!  Highly recommend!,5.0,Apple Airpods-Latest Model
Very good!,I like how they fit and how compact they are. The only problem for me is that they aren't noise cancelling.,5.0,Apple Airpods-Latest Model
Easy access,"The AirPods are very easy to put on and put away. I don’t have to struggle with unwiring my old ones anyone. The battery life of this AirPod is pretty long. I only use it during my commute which is 1.5 hrs. The case still has battery after 4 days of charging.
But connecting it to the Bluetooth takes time. It connects to almost every iPhone around me while I just want to connect to my phone.",5.0,Apple Airpods-Latest Model
Only fits a specific ear canal,Didn’t fit ears at all. Always fell out. Constantly readjusting in ears. More annoying than cool,1.0,Apple Airpods-Latest Model
HORRIBLE,"My air pods came wet in the rain , the driver was in such a hurry and they were not working almost at all . I would never buy this product",1.0,Apple Airpods-Latest Model
Waste of money,"I dislike the fact that these airpods have static sound a week after receiving them the left always cut out, the battery life is amazing. I use the right airpod only I feel it was a waste of time.",1.0,Apple Airpods-Latest Model
You won’t regret buying these!!,"Love these!!! For music, audio books, talking. They work great!",5.0,Apple Airpods-Latest Model
confused?,"i was really mislead on the name. when I received them i was like, “CoOl! I’ll have floating ear buds."" and that is where my dream was ripped from my soul.",5.0,Apple Airpods-Latest Model
"Comfortable wireless earbuds, worth the price","These air pods have surprisingly good battery life and are really comfortable to wear. I primarily use my air pods during work. So probably 5-8 hours a work day. I use them intermittently due to having to interact with my coworkers. I charge them every time I have to give someone my attention. As a result of that I've never ran out of battery life in a single day. I also find them extremely comfortable, like I forget they are even there sometimes if I paused my audiobook. While I don't exercise with them, I haven't had one fall out yet during regular use. But I am cautious enough to not use them around water as I fear they might fall out and be damaged in such circumstances.

Unfortunately, we are only allowed one earbud in while we work. Some areas of my workspace are loud due primarily to large AC units and conveyors converging in certain areas. Due to this, I do have one complaint about them. They don't cancel noise very well. I used to have another pair of wireless ear buds and they were much better at cancelling out sound, even with one ear free. As a result I am frequently having to pause my audiobook in these areas as I don't want to blow out one of my eardrums trying to overpower the external sounds with raising the volume of my device.

As to regards about sound quality, I find them good for my purposes. Listening to podcasts and audiobooks in standard quality. I have decent headphones at home if I want an audiophile experience with high quality audio formats especially with music, games, and shows. But the air pods don't necessarily sound terrible. They are just a little annoying to pair between my iphone and pc back and forth. (Not a fan of Macs, sorry apple crowd)

As I only use them while I work, I don't take calls, so I can't comment on the sound receiving end of the earbuds and their use as a headset.

Overall I think they are pretty great product. I did receive the newest model, it was factory sealed and did not appear to have been used. I read a couple of bad reviews and I was particularly worried about receiving a previous model or returned item sold as new. Thankfully everything was fine.",4.0,Apple Airpods-Latest Model
Very good pair of earphones,Beautiful pair of earbuds. Flawless ease of use with an iPhone. Great sound quality and accessibility cannot get enough of it,5.0,Apple Airpods-Latest Model
I could have an off pair of AirPods.,"For being $160 I’d expect better quality. The two plastic pieces of the left AirPod were glued off-centered, which really bothered me. Seems like they were put together by someone that didn’t pay attention to detail. I shifted the pieces to center them, but now I’m worried the glue isn’t sound proofing the left AirPod.",3.0,Apple Airpods-Latest Model
thank you,enjoying your product,5.0,Apple Airpods-Latest Model
All Rounder,Beautiful. And I love it.,5.0,Apple Airpods-Latest Model
they’re ok,the lid of the case is kinda lose in moves side to side and makes a small noise but it’s nothing major it’s ok,4.0,Apple Airpods-Latest Model
Quality,Look great,5.0,Apple Airpods-Latest Model
Worth every penny.,I love the sleek look and portability.,5.0,Apple Airpods-Latest Model
Disappointing Apple product,"Very disappointed. First time I’ve ever been disappointed with an Apple product. The case does not evenly charge both ear pods, resulting in one getting a full charge and sometimes the other not getting charged at all. I get disconnected from calls frequently, sometimes others can’t hear me (I have no trouble hearing others), and the charge does not hold as long as it’s supposed to. Perhaps I was sold a defective product. Regardless, most times I end up having to switch to my always reliable corded ear buds. Definitely not worth the hassle or the money.",3.0,Apple Airpods-Latest Model
Great Investment!!!!!!!!,"Incredible quality and sound!!!!!!! I wasn’t so sure about the fit inside the ear because my corded earbuds would always fall out of my ear but these are a tighter fit and because there’s no cord they stay in position during physical activities such as walking or just moving around!!!! Great job Apple, thank you!!!!!! Very good investment!!!!!!!!!",5.0,Apple Airpods-Latest Model
Would buy again,"I thought this was pricey when I purchased but I am so pleased - Definitely worth the price. Easy to use, excellent sound, great battery, and compact.",5.0,Apple Airpods-Latest Model
Great battery life,Came with the series 1 charging case but the pod is series 2. Has really good battery life in pod and case as well. I’m happy with the product overall. Thanks,5.0,Apple Airpods-Latest Model
Love Them,Best Air Pods Ever,5.0,Apple Airpods-Latest Model
"Very happy with them , just go missing easily.",Replacement set for a 2 old version that I misplaced. When AirPods are in case there is no way to locate them through “find my iPhone”. If one or both buds are outside of case you can locate them but not the actual case and also if someone else finds AirPods they can pair them to a new device and you are outta luck.,5.0,Apple Airpods-Latest Model
These hoes don’t fall out for NOTHIN,These hoes fye. They don’t come out the ear for nun. I was doing my daily backflips in da skreet n dem bitties ain’t move a millimeter. These hoes Expensive as crack in the suburbs but get ya funds up and they worth it.,4.0,Apple Airpods-Latest Model
They are just amazing!!!,"These are the best pair of wireless earphones I ever came across, apple has definitely done it again. Being an apple fan, I love these! They are so easy to connect! Once I connected them to my iPhone, they were seamlessly connected to my other apple devices. All I have to do is select them in the list from the device you need them to connect and you are good to go. Another good thing is turning them on/off is easy, just remove them from the charging case and they turn on and put them back to turn them off, its simple. And like most of the earphones out there, they connect to the last device you used them with, but its easy to switch device.
You have the flexibility to just use one piece, if you like and sometimes it does come handy. Another function I like is the automatic ear detection, just remove a piece from you ear and playback will pause and resume once you put it back, this does help when someone drops by for a conversation and you don't need to actually pickup your phone to pause the playback.
The battery life is definitely impressive, I need to charge the case every 2 days. And it's easy to carry everywhere, it being so small.
Now the sound quality is crisp and connection is smooth, I found that the 2nd gen AirPods are actually better and improved on 1st gen, but its not worth to upgrade, but if you are planning to get your first one, I would definitely say go for the 2nd gen AirPods, I got a pretty sweet deal on amazon and am very happy with my purchase.",5.0,Apple Airpods-Latest Model
Great!!!!,0:000:00This video is not intended for all audiences. What date were you born?SubmitAdobe Flash Player is required to watch this video.Install Flash Player Love my AirPods,5.0,Apple Airpods-Latest Model
It's an Apple,Amazing,5.0,Apple Airpods-Latest Model
What a disappointment.,Will not stay in your ears. Also one will not come on now and is not charging properly.,1.0,Apple Airpods-Latest Model
Trash in your ears,I feel they are over priced for what they do. I went with samsung ear buds which are 100% better.,5.0,Apple Airpods-Latest Model
Cant hear,Is not bad for the price but reorder it different one.,3.0,Apple Airpods-Latest Model
Awesome Headphones,I love my Airpods.  So easy to use.,5.0,Apple Airpods-Latest Model
Not fake,They took a while to come in but they’re the real deal.,5.0,Apple Airpods-Latest Model
Amazing quality No complaints,"Its apple product should i say any more
Great battery life
Good to listening music as well as taking office calls
I use it for gym so no complains in terms of adjustment, connectivity or grip on thread mill or running on trail",5.0,Apple Airpods-Latest Model
Does job,My grandson loves,5.0,Apple Airpods-Latest Model
Wonderful quality of music,Great music quality - wish the sound did not leak as much,4.0,Apple Airpods-Latest Model
Apple AirPods,"These are some awesome AirPods.  The only complaint I have is that they don't stay in my ears well even with adding rubber covers, etc",5.0,Apple Airpods-Latest Model
I really like them,"Good headphones, over priced.",5.0,Apple Airpods-Latest Model
Good ear-buds!,"Was nervous buying these, but eventually gave into the temptation! I am not disappointed, as it is an authentic apple product.",5.0,Apple Airpods-Latest Model
Great seller.,"My wife is a happy camper. She has wanted these for a year. I broke down and bought her these, and she loves them. Easy to pair, and works great.",5.0,Apple Airpods-Latest Model
Best,"Best ear bugs available, work great for conference calls, Siri and music. Just don’t loose one.",5.0,Apple Airpods-Latest Model
So easy to set up,Great sound and the earbuds are comfortable.,5.0,Apple Airpods-Latest Model
Nice,Nice product... good quality,5.0,Apple Airpods-Latest Model
"best sound, best connection","out of all the buds I have tried, these are really top notch for music, they don't seal your ear, so theirs no ear pressure, the call quality is outstanding.  I can hear everything quite clearly on the other end when I call my wife.  It was not like that with all the other wireless buds I have tried, including  my pair of BeatsX.  It's like it's a wired connection. The new H1 chip is really great.  That being said, they are not as comfortable as my beatsX, I can wear those all day. These I couldn't wear for more than 20 mins before they started hurting my ears alot.  If you have small ears, these may do the same for you and you may need the beatsX style earbuds like me.",5.0,Apple Airpods-Latest Model
"Very beautiful, very fond of","The connection is convenient, the sound quality is very good, the price is too expensive, if it is cheaper, it would be fine.",5.0,Apple Airpods-Latest Model
Typically absurdly overpriced Apple product,"I don’t get the hype. Overpriced. No noise cancellation. Falls out of ears. Easily lost. The best I can say is that the battery life is pretty good. And THAT is what is known as “damning with faint praise.” No. When I finally lose these forever, I will definitely not be purchasing them again.",2.0,Apple Airpods-Latest Model
Best wireless headphones,The best wireless headphones ever,5.0,Apple Airpods-Latest Model
Works great,Fantastic,5.0,Apple Airpods-Latest Model
Aren't loud enough.,Love them other than they are not as loud as I would like. I can’t hear my music over some room noise.,5.0,Apple Airpods-Latest Model
Noise  cancellation sucks,The noise  cancellation  Sucks I have hade better on cheep Walmart  headphones,3.0,Apple Airpods-Latest Model
Great gift.,Product is amazing. My boyfriend has been wanting a pair since forever. So for our anniversary I decided to buy him a pair! Great price for this model. He would always use mine so it was time he got his own!!! He loves them and uses them everyday!,5.0,Apple Airpods-Latest Model
Amazing stuff,"It was perfect , and I love to heard music with them, sheep and good stuff",5.0,Apple Airpods-Latest Model
Apple for Apple...can’t beat it!,I had some non-Apple wireless and had a ton of issues.  Glad I got these.  Seamless synchronizing and great sound quality.,5.0,Apple Airpods-Latest Model
Very pleased,Very pleased,5.0,Apple Airpods-Latest Model
Apple AirPods are great for work,Best solution I have found to listen to music and use your phone when needed.,5.0,Apple Airpods-Latest Model
Love them!,Took almost a month for Amazon to get these shipped but definitely worth the wait.  It literally took seconds ... SECONDS  to connect to my phone and start working.,5.0,Apple Airpods-Latest Model
Really find out about productfalse advertisements,Air pops 2 but delivered with air pods 1 charger case,1.0,Apple Airpods-Latest Model
Excelente,Excelente,5.0,Apple Airpods-Latest Model
Sounds like quality that will last.,"The headphones charge quickly, hold the charge for hours, sound clear, stay in well, and are super easy to connect. The charging case also charges quickly and holds the charge well (you get multiple full charges out of it).",5.0,Apple Airpods-Latest Model
"Great quality, but not good for binging","The sound quality is great and they won’t fall out of your ears. The main issue I have is the battery life. If you want an extended marathon of listening, you might not like these.",5.0,Apple Airpods-Latest Model
Great buy,I love these,5.0,Apple Airpods-Latest Model
👍🏽,👍🏽,5.0,Apple Airpods-Latest Model
Nice color,The best headphones,4.0,Apple Airpods-Latest Model
Best headphones ever,Loved it,5.0,Apple Airpods-Latest Model
Expensive but convenient,Pg,4.0,Apple Airpods-Latest Model
They stay charged a long time.,"Apple airpods are my favorite earbuds that I have ever had. They stay charged for a very long time which is nice. I only charge mine once a week usually. One downside is they sometimes take a long time to connect to my phone and that is annoying when I have to go onto my settings and pair them, but overall they are super nice. I would recommend them to anyone who is looking to buy a new pair of earbuds. They are worth every penny that they are listed for.",4.0,Apple Airpods-Latest Model
fit to driving or running,perfect,5.0,Apple Airpods-Latest Model
Sleek design and fits my ear,"I usually on the phone almost the entire day so tangled wires causes frustration every time I want to get on the call. Originally i was hesitated to get this because I was afraid that this would fall off from ear and end up loosing it.. So far it's been working great, Well that's the best item I've bought myself in a long time..:)",5.0,Apple Airpods-Latest Model
"REAL!! It’s actually legit, they are worth it!",Exactly what I was hoping for! This is legit!!,5.0,Apple Airpods-Latest Model
They were broke,They were broken,1.0,Apple Airpods-Latest Model
Need my money back,I need my money back ASAP or I’m suing,1.0,Apple Airpods-Latest Model
Great to own,Great to have and at a great price. No more catching my headphone wires on any workout benches and yanking on my ears.,5.0,Apple Airpods-Latest Model
Is okay looks cool 😎,From Apple I say purchase it.,5.0,Apple Airpods-Latest Model
Great,"Perfect! I’m really glad I invested in them. They’re so small and having no wires makes them comfortable. The newer version is worth paying for, the little features they have that the oldest ones don’t are worth it.",5.0,Apple Airpods-Latest Model
Fantastic product!,Fantastic product!,5.0,Apple Airpods-Latest Model
Very comfortable and assume battery life.,"These a great earbuds.
They have great sound but still allow me to hear what’s going on around me.
The charging case is a great feature and recharged the buds very quickly.",5.0,Apple Airpods-Latest Model
Easiness,Awesome sound on my iPad,3.0,Apple Airpods-Latest Model
Portable & use same charger cord as iPhone,Great for iPhone users! Highly recommend & worth it for the price!,5.0,Apple Airpods-Latest Model
Jealous,"Bought my wife a pair and was frigging jealous af, so I bought myself a pair. Well worth the money. Sound is good and they fit my ear really well and don’t feel like they’re slippin. Love em",5.0,Apple Airpods-Latest Model
Super duper awesome,I was thinking many month whether i buy it or not finally i buy it omg so great ~ so so great if you have iphone you should get this,4.0,Apple Airpods-Latest Model
Are they real,Comment if they are real because I don’t know,5.0,Apple Airpods-Latest Model
Get what u pay for!,Love sound quality...great overall!!!,5.0,Apple Airpods-Latest Model
👍,👍,5.0,Apple Airpods-Latest Model
Great sound super easy pairing!,"Excellent headphones and great sound! They are really comfortable to use and the sound quality is awesome. But what I like the most is how easy it is to pair with other apple devices. It's almost instantaneous and it doesn't matter if it's an iphone, ipad or mac computer the pairing process is almost automatic. Battery is really good too. Of course you can get cheaper options but if you are looking for the best overall experience these are highly recommended.",5.0,Apple Airpods-Latest Model
Works perfectly,Perfect,5.0,Apple Airpods-Latest Model
Sweet!,Apple is the best!! Excellent product,5.0,Apple Airpods-Latest Model
Super convenient,Love the charging case and compact size,5.0,Apple Airpods-Latest Model
Good 👍,I like it,5.0,Apple Airpods-Latest Model
Love these,My kids love these.  Comfortable and hold long charges.,5.0,Apple Airpods-Latest Model
Works great,Works great,5.0,Apple Airpods-Latest Model
"Simple product, but do more then you think. Extra fetures.",Dislike the size. It's too small and easy to drop or misplace.,5.0,Apple Airpods-Latest Model
Great!,Have had for a week or two and have no issues! They keep a charge for a while and seem to work perfectly.,5.0,Apple Airpods-Latest Model
Very happy with my purchase!,I was skeptical on purchasing at first because of some of the negative reviews but I not everyone is the same so I decided to give it a try. I ordered it. Brand new in a sealed box. Authentic apple AirPods. Both left and right AirPods does work and no scratches or dirt as some of the reviews stated.,5.0,Apple Airpods-Latest Model
Expensive is all!,"I had high hopes for these headphones for sure but my hopes quickly diminished.

The only thing I liked about these headphones was that I was able to return them and save my money. The things I didn’t like are the volume is not very loud.. maybe I’m arguably hard of hearing but in all seriousness the noise canceling is nonexistent. So overall I found them to be highly marketed gimmicky headphones... lots of product placement of this in the media so that can basically explain it in a nutshell! Move on in my opinion.",3.0,Apple Airpods-Latest Model
Cool,"Compre los airpods porque necesitaba unos audifonos inalambricos porque son muy funcionales. Sin embargo, me ha pasado:

Cons:
1. No lo logro conectar mis airpods con mi macbook air por medio de bluetooth. Se conectan y al segundo se desconectan. Me tocara mirar videos en youtube para poder arreglar el problema.

2. El audifono derecho molesta mucho cuando hablo por telefono. Se oye como un ruido muy raro que molesta mucho. Ya me ha pasado varias veces en un periodo corto entonces los llevare al servicio tecnico en la tienda Apple.

Pros:
1. Son demasiado funcionales. Me los pongo y puedo hacer muchas actividades sin tener el cable regular de los audifonos pegado al celular y tener que llevar los dos de la mano.

2. Se acomodan al oido muy bien. No he tenido ningun problema con que se me caigan mientras camino. No los he usado mientras corro.

3. Son lo mejor cuando quiero hablar por telefono u oir musica y al mismo tiempo tengo que cargar mi celular. Antes cuando usaba los audifonos de cable tenia que usarlos o cargar mi celular. Ahora puedo hacer los dos al tiempo  sin ningun problema.",5.0,Apple Airpods-Latest Model
Muy buen producto ..,Excelente producto,5.0,Apple Airpods-Latest Model
They work great an easy to use,Wife loves them. That's really all that matters... The only difference in these and the previous model is the siri connection so keep that in mind,5.0,Apple Airpods-Latest Model
Disappointing,"I had two issues with these ear buds (which I eventually returned). First, I do not have an apple phone, and while the ear buds are supposed to work with other devices - and they do - the sound quality is quite poor. the volume level is just so-so at max volume. I was disappointed because the item I wanted them to work with was an Apple product (IPod Nano). I took it to the Apple store near me and the tech person who worked with me agreed. So, if you are buying to work with your Apple phone (which my wife has), they are fine. Other than that and you will be disappointed.",3.0,Apple Airpods-Latest Model
