web-scraper-order,web-scraper-start-url,title,body,rating,next,next-href
"1573062792-16774","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent in EVERY aspect","Excellent in EVERY aspect!! Great battery life, tight seal blocking outside noise, perfect fit (the best I've seen after trying several models), lightweight , solid connection and long range, easiness of pairing, and the most remarkable feature of all: extremely rich and crispy sound for an earbud of this size. I'm considering getting another pair for my outdoor activities :)","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1573062742-16608","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best headphones...","Easily the best headphones ive ever owned. Ive gone through a lot of headphones and a few bluetooth ones....these are by far the best. Great bass and dynamic sound qualities and the extras they give to customize the fit are really nice. If I ever ruin these for some reason I will buy another pair","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573063093-17887","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","is an affordable price the sound it great try it if you","is an affordable price  the sound it great  try it if you can","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&reviewerType=all_reviews"
"1573062975-17476","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Extremely awesome headphones highly recommend","If you’re looking for a lot of bass great sound and easy connectivity to the Bluetooth this is your headphones I didn’t believe it at first but when I got him at home they were awesome and I enjoyed them very much that I bought my wife a pair","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1573062847-16976","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","This product is horrible. At the beginning was ok","This product is horrible. At the beginning was ok. After few months is not working properly. Sometimes I heard the left side and other times right only. But many times I did not heard anything. I am not using this garbage anymore. I can not believe AMAZON is selling this!!!!","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1573062780-16739","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Pretty Chintzy","Was hoping these would be a solid pair of headphones to run long distances with. I thought $40 would get me something that is totally bottom line, but after only owning them for a week or so, the left ear bud began shorting out. Now it is hit or miss as to whether any audio comes out of that side at all. They are cheaply made and you can tell. I am disappointed that they didn't hold up for more than a week.

**AMENDMENT**

Customer service reached out to me and replaced the headphones, really happy with the new pair. No audio issues and battery lasts forever.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1573063040-17709","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buy these.","I was skeptical of these but was in need of some new headphones and wanted them to be wireless for a change. It was hard deciding against these and the Beats X but these are the better choice. These fit comfortably and has plenty of different sized tips and ear wings. The sounds is wonderful! The bass is great, zero latency, clarity is just as great. But my favorite part is the magnetic ends. No more having to worry about untangling your headphones from a bag. These just fit around your neck.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&reviewerType=all_reviews"
"1573063105-17922","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Four Stars","Great for use at the gym. They stay in your ears and have great sound.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&pageNumber=135&reviewerType=all_reviews"
"1573062829-16916","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome! Awesome","Awesome! Awesome! Awesome! I love these earbuds!!!

These are great for a full day of making calls while working, switching to music at lunch, then going out for a hard & sweaty workout at the gym, without skipping a beat or losing connection, and without having to recharge them too, WOW!

They have a great fit, along with many optional pads & loops included. Sound is great, even while running I can still hear the the deep bass and clear mid-highs on my favorite workout songs!

I charge them once at night and I'm good to go for the next day, no worries!

I use them every day (for about a month now) and THESE are my primary, while my expensive Beats sits at home!

Buy these earbuds, don't waste time spending big money on sub-par sets. I have and all have failed me ($300+). Now I'm a fan of TREBLAB J1's.

Buy Them Now!!!! you can thank me later ;-)","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews"
"1573062739-16598","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best Sound and nice construction Earbuds. Top sound Quality","Excellent earbuds, practical size, nice travel case and Great Sound. The bass quality and clear sound are amazing. This is a Nice brand with top quality.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1573062789-16763","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","there is a much better option for this price range. The Skullcandy SB2 wireless","Only lasted 2 months. Right ear bud cuts in and out. Going back to skull candy sb2 wireless. Sb2 are Superior in every aspect except battery life.  each sb2 set lasted me at least a year with everyday all day use. Sad that the return window has disappeared i wanted to return and give them a second chance.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1573062998-17552","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Great sounding earbuds. Comfortable, lite and very secure while working out.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573062899-17196","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great!","Sound very good, easy charging.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&reviewerType=all_reviews"
"1573062998-17553","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome.","Great product. Works and sounds magnificently. I am not a paid reviewer. I think those exist.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573062847-16980","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","5 months *edit","After about 2 months the right one stopped working, I kept on using them, then after about 3 the left stopped working as well.
Edit* after about 2 weeks of using them with audio cutting out of the left if I moved too much, they now no longer turn on at all.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1573062875-17100","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Only 5 month speaker","I loved them for the price until I was wearing them yesterday and the left bud started going out every time I look to the right . They are only 5 months old","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&reviewerType=all_reviews"
"1573062858-17024","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Pleasantly Surprised","Wasn't anticipating them to sound as good as they do! They have very solid bass, although the the highs seem to lack a tiny bit (pushed to the background with all the bass) but tweak the EQ a bit and they balance out pretty darn well. Overall, a solid product!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1573062912-17242","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good buy","Good buy for the money, but lacks battery life","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&reviewerType=all_reviews"
"1573062769-16694","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect until they suddenly died **new update**","I really enjoyed these headphones. They were exactly I was alooking for. My husband bought me the first pair which I unfortunately lost and I liked them so much I ordered them for myself again. I had them for about 8 months or so. They started to cut off until one side stopped working completely. Finally after a week they would die out and would not turn on. I really liked them until that point. I never overcharged them and only charged them through computer port I don't know what went wrong.

**UPDATE: I'm changing my review to 4 stars just because of the great customer service Productech provides. They reached out and had me troubleshoot the headphones which didn't work. They mailed out a new pair for the inconvenience.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1573062854-17004","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","These headphones work really well. My only problem is ...","These headphones work really well. My only problem is when I run with them they tend to fall out of my ear.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews"
"1573063027-17653","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Have you Considered the Treblab line!  Cost, quality, and workmanship make it an excellent option!,","I use the Treblab earbuds all the time, but most particularly on an airplane,  and when I am trying to unwind and fall asleep at night.  Their delicate size enables you to ultimately fall asleep without feeling that you have your ears in mousetraps.  The sound quality is heavenly.  I like to crank it and just forget about the world for a while.  This is one on many products I have purchased from Treblab, and I love them all.  I have purchased also for family members who have been getting maximal enjoyment from them.  Treblab is a delight to communicate with.  They truly believe in and support their product line.  I am glad I bumbled my way into finding the Treblab family of products!  Have tried others, but just find Treblab is a cut above the rest for design and productivity.  Thank you Treblab!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&pageNumber=108&reviewerType=all_reviews"
"1573062792-16773","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best wireless headphones for the price!","This is the second pair I've bought and I can honestly say that TREBLAB'S J1's are just amazing! Sound quality is great and batter life  is awesome, I can listen to my music for hours. Once you put them on no matter how much you jump around and dance they will simply not fall off. These are a must buy! Try them out you wont be disappointed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1573062902-17207","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","good products and nice clear sound","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&reviewerType=all_reviews"
"1573063132-18021","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buy these!","Sound quality is awesome!  Comfortable, easy to pair with phones and tablets.  Can't say enough good things about these!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_145?ie=UTF8&pageNumber=145&reviewerType=all_reviews"
"1573063085-17855","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good sound bad mic","So the sound is great on this. Tried using this on my phone though and people said the mic sounded like i was a radio. So the mic isn't all that good.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&pageNumber=128&reviewerType=all_reviews"
"1573062775-16717","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound.....Comfortable.......LOVE THEM!!!","This is the first pair of earphones I've been able to wear comfortably.  The sound is exceptional.  They are very easy to charge, turn on and off, and pair.  I've used them everyday for about a week and they haven't dropped connection once.  These are great quality earphones - an exceptional value in my book.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1573062980-17493","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Didn't sound that good IMHO.","Bought, tried it and it was meh....gave it away to my son. Didn't sound that good IMHO.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_92?ie=UTF8&pageNumber=92&reviewerType=all_reviews"
"1573062975-17478","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I will pay more for earbuds to get better sound. I am very impressed with these buds","I am a person who could be considered an audiophile.  I will pay more for earbuds to get better sound.  I am very impressed with these buds.  Sound better than many I have had in the past and you can't beat the price.  Don't hesitate to buy these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1573062927-17302","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Got good for activite movement.","They do not stay in my ears.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573062809-16838","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","EDITED: Great customer service. Original: Quality control fail","EDITED: Treblab reached out to me and ended up sending me the updated version of the earbuds - XR700. Very much appreciated their response. These new earbuds have a fantastic sound. Impressive bass response and characteristics. However, their form factor is larger than the J1's.

Original: Never worked. Never charged. No lights. Nothing.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1573063123-17993","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","but so far so good!","These work very well.  I have not experimented yet with the different ear pieces, but so far so good!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&pageNumber=142&reviewerType=all_reviews"
"1573063010-17591","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Three Stars","they dont sound loud at all and had my phone volume 100% .","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&pageNumber=102&reviewerType=all_reviews"
"1573062742-16602","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Updates","April 2, 2019 - product tech replaced the last dead pair quickly.  their customer service is very good.  as mentioned below I really like the sound of these with music while in the gym.  thank you!

March 1. 2019. these are dead again. Don't waste your money.  I take good care of these and the
Right side is now shutting off or cracking when it comes on.  Evidently they are not made to last more than a yr.  So if you want throw aways they have good sound.

2018. Im writing today to update my review of this product.  After my first feedback - the tech support at producttech communicated with me so that I could get a new pair of earbuds.  I simply cut the defective pair, sent them a pic of the cut pair & they reissued a new set.  The replacement were in my hands within a week.

I use these earbugs everyday.  they are around my neck for work all day and 4 days at the gym.
The sound on these are great for music during workouts..  and use with phonecalls while working.
They stay in my ears with no problem during an hour workout..
The memory foam piece will wear out after a while but they supply replacement ear pieces
the magnet feature is nice  and they are not too heavy when they're in my ears
overall a good product for the price.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573063046-17725","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","comfortable fit. couldn't ask for more at this price","I was looking for something that had strong bass and would last an 8 hr shift at work. These simply fit the bill.Very clear and balanced sound. The bass is NOT lacking.comfortable fit.couldn't ask for more at this price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&reviewerType=all_reviews"
"1573062758-16658","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Only marginally acceptable","Easy to pair to iPhone 6. Sound quality is just okay.  Connectivity range from device is as good or better than 10 feet as described.  BUT, when I tried listening to an audible book and using the GPS app (Google) on my phone, the gps instruction only comes through the earbuds sporadically and when it does, the gps and the audible book are mingled making it impossible to understand either. I would expect the gps to pause the book to give direction in ear and it does it this way once in ten. I bought these to listen to music while painting and they are good enough for that - will not use while driving","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1573062789-16764","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Supurb sound quality","I own a lawn care business and use these while mowing. Great sound quality even with commercial mower running. I have never had a problem with sweat affecting the performance even in the peak of summer. Every bit as good as Bose and at a more reasonable cost. You will not be disappointed. This is my second pair as I lost the first one. No hesitation in ordering another pair.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1573062780-16736","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good enough sound for a bluetooth earphone","Very well made. Paired quickly and connected instantaneously with a Huawei P20 Pro. Very reliable connection in use. Good enough sound for a bluetooth earphone, decent bass but highs lack air as in any other BT sets. Controls have a positive tactile feedback and are very responsive. I used foam tips which are comfortable and don't require the rubber ""wings"" to stay put even while doing intervals.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1573062787-16752","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wanted to love it","Sound quality good, people can hear me great on a call... the whole earbuds is kind of heavy.

Reason I returned it is because if you have one ear peice in for a call, the other ear peice is too heavy and pulls the whole thing down. (Unlike beats by dre version)","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1573062824-16896","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Do not stay in ears!","Would not recommend. These headphones keep falling out of my ears and I’ve tried every size and kind of earbud that they give with them. I have to keep pressing them in as I run or workout. Suppeerrr annoying. Defeats the purpose of getting these. Looks like I may have to consider buying AirPods?","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1573063087-17864","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Very nice earbuds.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&pageNumber=129&reviewerType=all_reviews"
"1573063129-18013","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","great ear pieces","great ear pieces, has long battery life, 8 hrs straight, love the light weight and durability, easy to charge","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_144?ie=UTF8&pageNumber=144&reviewerType=all_reviews"
"1573062814-16854","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","I'm using for 2 month everything is good ... see you in 6 month","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
