web-scraper-order,web-scraper-start-url,title,content,rating,next,next-href
"1573057315-15498","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","does the job","Had a little trouble using their method for installation but got it on without a reall problem.  Seems very effective.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_392?ie=UTF8&pageNumber=392&reviewerType=all_reviews"
"1573057483-16109","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excelente","Excelente","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_453?ie=UTF8&pageNumber=453&reviewerType=all_reviews"
"1573057608-16579","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Does the job","Does the job","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_500?ie=UTF8&pageNumber=500&reviewerType=all_reviews"
"1573056954-14109","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good","Nice will buy again","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_253?ie=UTF8&pageNumber=253&reviewerType=all_reviews"
"1573056461-12228","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Screen is good but some installation tools were missing for me.","*Update* I was contacted by Kathy from SPARIN about the issue I had with my product. Good costumer service and they sent me a new screen. All the tools were present and the installation was a success! Thank you Kathy and SPARIN for the help. Great company!

The screen itself is good but mine was missing some of the tools to install the screen properly this not doing a good job and ruining the screen.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1573057299-15435","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The stickiness of the product made me really nervous. But love the clarity and the protection. Would recommend to anyone and wou","The stickiness of the product made me really nervous. But love the clarity and the protection. Would recommend to anyone and would definitely purchase again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_386?ie=UTF8&pageNumber=386&reviewerType=all_reviews"
"1573057207-15087","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Such Ease, no fuss, screen protector","From packaging to all the necessities you need to place this screen protector on the iPad are simply excellent. Highly recommend to all.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_351?ie=UTF8&pageNumber=351&reviewerType=all_reviews"
"1573056850-13700","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect for my needs.","Perfect for my needs. Easy set up. Just Sync it with your phone and it’s set up in 5 mins. Then upgrade free to Alpple 12.5 for free. 2018 6th generation also works with pen.  I upgraded from a 1st generation som this is heaven. Got it at a Great Price,","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_213?ie=UTF8&pageNumber=213&reviewerType=all_reviews"
"1573056629-12881","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great investment for your IPad.","You spend how much for your IPad and you neglect to protect your investment ??
Shame on you. Great product for protection and ease of application.
Thanks.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&reviewerType=all_reviews"
"1573056481-12307","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect!","This premium tempered glass screen protector is by far the best I've used for the past two months. It truly protects from scratches and nicks and is perfectly clear. It's as if I placed another iPad screen on top of the original. It does not smudge easily unless my fingers are very greasy but then it is very easy to clean.

It fits perfectly. It was easy to apply but I took extra effort to hold the sheet in place. It would have been even easier if another person had helped (because 4 hands are better than 2 in this case). Absolutely no bubbles appeared.

When I need another screen protector, for my phone this time, I definitely will order a premium tempered glass Sparin.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573056411-12020","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works Exactly As It Says","I was rather skeptical about the anti-bubble feature, and as I installed the protector I felt that my fears were validated when I had two bubbles appear that I couldn't work out from behind the glass. However, in the instructions it said to wait for them to leave for a couple of days- so I waited. Within one night the bubbles had completely vanished, much to my surprise. For that, as well as solid instructions for installation, I say this is a five-star screen protector.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1573057204-15076","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great quality!","Despite being reflective, the glass works as advertised. It almost never scratches and is indeed more oleophobic than others. I actually bought another one for a new iPad!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_350?ie=UTF8&pageNumber=350&reviewerType=all_reviews"
"1573056548-12579","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ok product","this is a good screen protector but you either got to work fast after cleaning the screen or be in a dust free room.
Its kinda hard to install perfectly, had some dust particles also air bubbles.
maybe it was me, overall its good just becareful installing","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_100?ie=UTF8&pageNumber=100&reviewerType=all_reviews"
"1573056637-12916","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","received great service","product is everything it claimed to be. instructions were clear and easy to follow. to make installation even easier, try a pair of rubber gloves.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&reviewerType=all_reviews"
"1573057041-14436","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Did it’s job","Already broke my first one ( clumsy with a toddler) and it protected my screen great. Defiantly ordering a few more!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_286?ie=UTF8&pageNumber=286&reviewerType=all_reviews"
"1573057290-15416","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not a good buy","Eh, so so. Did not fit my iPad cover after putting this on my iPad.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_384?ie=UTF8&pageNumber=384&reviewerType=all_reviews"
"1573056371-11879","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Quality product, but if you’ve installed these before, don’t follow the directions.","Packaging was excellent, and the product is what you should expect. I ordered two, for two different iPads. I suggest test fitting and not using the supplied sticker hinge method. When using the afore metioned method on the first iPad, when it came time to pull the protective film off, despite going slow and careful, it pulled the glass off the “hinges”. I understand that the stickers are intentionally only moderately sticky, however this lead to me having to freestyle install it anyway, which lead to some dust in a corner that will not seat properly. I’ll be ordering another to replace it.

The second install on the second iPad, I guided the glass down with the stickers myself, taking my time, and the installation was flawless.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1573057105-14684","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfecto","Perfecto","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_311?ie=UTF8&pageNumber=311&reviewerType=all_reviews"
"1573056570-12661","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Happy customer","Easy to apply on iPad. Bubbles were extremely easy to remove. And I love that it gives a tool to remove the bubbles and a cloth to wipe the screen.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews"
"1573056756-13362","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","This screen protector was really easy to put on","This screen protector was really easy to put on.  I was hesitant at first but then read all the directions.  I did get a couple of air pockets, but lifted the screen back  up and then put my finger in the middle of the screen and it attached itself.  Looks great and very easy to apply. It lined up really nice with my ipad pro Thanks!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_179?ie=UTF8&pageNumber=179&reviewerType=all_reviews"
"1573056702-13160","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very pleased!","Thrilled with product!  Meets every expectation for clear, bubble and dust-free screen. Have just installed using tube instructions, as directed, and experienced no problems.  Very pleased, at this point.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&pageNumber=159&reviewerType=all_reviews"
"1573057164-14911","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good to Go","Works great, easy application","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_334?ie=UTF8&pageNumber=334&reviewerType=all_reviews"
"1573056476-12289","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Clear and detail instruction for installation","I have ordered a few screen protectors for my various electronic on Amazon; so far, this one has the best instruction and tools to install the protector. It’s a bit troublesome and involves a few more steps, but i did install it perfectly following the instruction. I definitely recommend it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews"
"1573056383-11920","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very disappointed I had broken my screen","HAPPY X 2.  Recently dropped my iPad Pro 9.7 ... a couple of days later, noticed the lower left corner of my screen had shattered, but was not spidering. Very disappointed I had broken my screen. Planned to replace it.  Another couple of days later I was preparing to take the iPad in for repair and discovered that it was my SPARIN glass screen PROTECTOR that had absorbed the impact and the corner shattered, but held together ... but it protected the expensive iPad screen!  Immediately purchased and installed a replacement SPARIN!
Dropped the IpadPro AGAIN. This time, almost certain it was the screen that had cracked .... just not in a very visible place. WRONG AGAIN. The tempered glass protector had once again absorbed the impact. The screen was unbroken. Another $150+ saved. VERY VERY happy to have this Sparin product!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1573056461-12225","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I would highly recommend Sparin Glass for any phone or tablet screen protection","I have installed many screen protectors, both on phones and tablets. This was by far the easiest and cleanest install I've ever done. Because this is actually a piece of tempered glass, it's more rigid, and along with the guide and wipes, the actual process of installing is very rewarding! I would highly recommend Sparin Glass for any phone or tablet screen protection. I know that all of my future devices will have one.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1573057184-14996","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sparin","I have received the SPARIN screen protector and have applied it to my iPad.  During the installation procedure the screen slipped from one of the ""guide tapes"" which resulted with my misplacing the protector, then when straightening and reapplying a small, but annoying bubble appeared. I'm waiting for it to be dissolved.  Other than that issue it's great.  Thanks for asking!  William B Rabb","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_342?ie=UTF8&pageNumber=342&reviewerType=all_reviews"
"1573056802-13535","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","CRAP","PIECE OF CRAP. Do not buy. My screen broke and the film didnt. DOESNT WORK","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_196?ie=UTF8&pageNumber=196&reviewerType=all_reviews"
"1573057339-15583","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy Install","Install was easy.  The idea of placement before taking off the film is really good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_401?ie=UTF8&pageNumber=401&reviewerType=all_reviews"
"1573057028-14380","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good buy","Screen is a nice quality and came wirh everything necessary to attach it. It went on smoothly with no bubbles.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_281?ie=UTF8&pageNumber=281&reviewerType=all_reviews"
"1573056669-13034","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great screen protector for Ipad","Good screen protector that isn't any more difficult to install than any other screen protector for a phone or tablet depending on how finicky you are to remove every tiny speck of dust. Arrived in a very sturdy secure package and had clear instructions. I followed the youtube instructions to install as recommended and it didn't take very much time and absolutely no bubbles. Now my Ipad is going to be safe and secure from scratches. Great purchase for the cost!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_146?ie=UTF8&pageNumber=146&reviewerType=all_reviews"
"1573056523-12475","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cracks easily even with protective case.","Bought in June and already has a crack in it August 17th. This is the second time this has happened and I am through with this brand. Spend your money elsewhere, this is NOT recommended.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1573056451-12182","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","This works","Unfortunately had the opportunity to test this today. The protective screen cracked but the iPad screen DID NOT. So worth the money and the pain in the ass to install. Had the opportunity to work an issue with them a few months ago and their customer service rocks.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&reviewerType=all_reviews"
"1573056383-11928","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product but installation process needs work","Satisfied with product but have suggestions for a better consumer experience.  First, the pros........great packaging and great product.  Screen protector is light weight and does not change the sensitivity of the screen or the clarity.  Apple Pencil still works great.  Would recommend to friends as an excellent price.  However, the cons...........as others have said, the guide stickers don't work as expected which is frustrating.  The concept of using the guide stickers as ""hinges"" and a ""handle"" is great.......if it worked.  However, the stickers don't hold.  You end up having to reposition the screen using your hands while trying to keep your fingerprints off the underneath side of the screen.  It would be better to not offer the guide stickers if they are not going to work.  In my case, I thought they were working when they came loose and the screen slipped sticking off center.  I was able to pull the screen up and successfully reposition.  I was also able to work out all but 2 small air bubbles but hope they will disappear within 48 hours as instructions indicated.  I would make the reference to ""SPARIN Michael"" on YouTube much more prominent as that installation video is very helpful; much more so than the written instructions which are a little weak.  Of course, it won't matter where you get instruction if the guide stickers aren't fixed.  So, bottom line, gave 4 stars as I think the product is great but the installation process needs some work.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1573056583-12715","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","An excellent product","Excellent screen protector with great easy to follow directions. Perfectly compatible with Apple Pencil and doesn’t reduce screen sensitivity at all. Recently installed but so far a strong positive review.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&pageNumber=114&reviewerType=all_reviews"
"1573057217-15120","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect Fit","Great for my iPad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_355?ie=UTF8&pageNumber=355&reviewerType=all_reviews"
"1573057172-14945","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very easy to install.","Very easy to install. Looks like it should protect the screen like it advertises.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_337?ie=UTF8&pageNumber=337&reviewerType=all_reviews"
"1573056596-12765","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect fit!!","I didn’t think the screen protector would have a perfect fit to my iPad Air 2 but it fit GREAT!!!! It arrived super fast. Now i am waiting to see how durable this screen protector will protect my tablet. I definitely recommend this item and will for sure be purchasing from this seller if I ever need another screen protector. #happycustomer!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&pageNumber=119&reviewerType=all_reviews"
"1573057512-16215","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","but overall good quality.","Cut slightly off, but overall good quality.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_464?ie=UTF8&pageNumber=464&reviewerType=all_reviews"
"1573056847-13690","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Was so annoyed was about to rip it off and throw it ...","Read the instructions. I tried installing out of memory/comen sense and got some random dust trapped creating bubbles. Was so annoyed was about to rip it off and throw it away. I grabbed instructions and used the dust sticker and was able to fix it even  after a few minutes of it being on. Thank goodnesss. Love it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_212?ie=UTF8&pageNumber=212&reviewerType=all_reviews"
"1573056941-14052","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Screen Protector","I love this screen protector.  I watched a YouTube video on how to install this. I followed the instructions, was pretty easy and it came out great. No dust under the screen protector.  I did have to wipe it down with the microfiber cloth after installation to get out the remaining air bubbles.  I am happy with this purchase.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_248?ie=UTF8&pageNumber=248&reviewerType=all_reviews"
"1573057022-14363","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy to install","Excellent product! After dropping my iPad and watching it slide face down on a concrete sidewalk, I decided I needed a screen saver. Luckily, only a corner was cracked. This was very easy to install, one of my worries, and provides a protective shield while holding the cracked parts together. Makes my less-than-perfect iPad almost like new!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_279?ie=UTF8&pageNumber=279&reviewerType=all_reviews"
"1573057530-16284","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Exactly as I'd hoped!","I bought the SPARIN screen protector because of the great reviews, not only on the quality but, perhaps more importantly, on their service ethic and follow-up... given past my experiences with screen protectors, I was sure that I was going to need the latter! Surprise, the install went almost perfectly and I love the quality of the tempered glass screen... so much more substantial than any other product I've used!
I do have a couple of comments about the very brief instructions.
 (1) I wish they'd illustrated specifically which side of the screen/protective film should face up when aligning it on your device prior to attaching the hinge stickers. How about a ""THIS SIDE UP"" sticker?
The screen ended up not precisely aligned on the top right side of my iPad Pro 9.7"" but this is probably my own fault
(2) there were no instructions on how to handle bubbles...I guess they didn't expect you to have any?
(3) perhaps they should have mentioned to watch the online video first
Notes:
- I had very few bubbles. They were easily handled. In fact, the tempered screen almost seemed to lay itself down!
- no problem with the hinge stickers...fit firmly and easy to remove
- fabulously clear screen
- no problem using iPencil with tempered screen
- I wish I'd known about this product when I installed a different brand of screen for my husband's iPad Air a week earlier (what a mess that was)
- great product - if you're reading this, don't even consider another purchase - love it and HIGHLY RECOMMEND IT","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_471?ie=UTF8&pageNumber=471&reviewerType=all_reviews"
"1573056635-12902","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","So far, so good","The screen protector fits my Ipad and gives me great comfort that it will be protected. The directions were easy to follow as well","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_133?ie=UTF8&pageNumber=133&reviewerType=all_reviews"
"1573057371-15717","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy to apply","Protective","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_414?ie=UTF8&pageNumber=414&reviewerType=all_reviews"
