web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewStar,next,next-href
"1573042851-1606","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Muy buen producto ..","Excelente producto","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_161?ie=UTF8&pageNumber=161&reviewerType=all_reviews"
"1573043151-2960","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They work great an easy to use","Wife loves them. That's really all that matters... The only difference in these and the previous model is the siri connection so keep that in mind","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_296?ie=UTF8&pageNumber=296&reviewerType=all_reviews"
"1573042538-213","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Disappointing","I had two issues with these ear buds (which I eventually returned). First, I do not have an apple phone, and while the ear buds are supposed to work with other devices - and they do - the sound quality is quite poor. the volume level is just so-so at max volume. I was disappointed because the item I wanted them to work with was an Apple product (IPod Nano). I took it to the Apple store near me and the tech person who worked with me agreed. So, if you are buying to work with your Apple phone (which my wife has), they are fine. Other than that and you will be disappointed.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1573043107-2764","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not recommended for Android phones","These airpods are light, comfortable and generally produced and received well for calls. Overall though, I would not recommend for Android phones (despite what other reviews tell you).

I'd searched ahead of time and plenty of Android-phone users seemed to have good experiences despite this being an Apple product (which obviously works better with other Apple products). I wanted to try them because of the lightweight comfortable fit that many people had raved about, long battery life, as well as the tap functions. I didn't realize how annoying the bugs for Android would be though, even after forcing a firmware update the main issues consistently recur:

1. Slipping out of sync (between left and right, sometimes more and more out of sync, if I don't pause and replay, or unsync and re-pair)

2. Audio cut-outs - usually not if you have uninterrupted line-of-sight, but if my phone is in my pocket or bag, then it was guaranteed to cut out.

Between backorder delay, and delay to return due to trying to troubleshoot the issues with re-pairing and firmware updating, I'm unable to do a return now :(","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_276?ie=UTF8&pageNumber=276&reviewerType=all_reviews"
"1573042690-885","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great for hands free driving!","Speedy delivery! Great price! Bought for husband and he loves them! He was like “Thank you, but I probably won’t use them,” but they are always in his ears. Great for hands free driving and callinh","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&pageNumber=89&reviewerType=all_reviews"
"1573042937-1998","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great deal!","Charging case is a game changer but it scratches easily.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_200?ie=UTF8&pageNumber=200&reviewerType=all_reviews"
"1573043236-3335","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Actually impressed","Pretty cool once you learn all the techniques.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_334?ie=UTF8&pageNumber=334&reviewerType=all_reviews"
"1573043089-2681","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Left it in my pants","Survived washer 👍","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_268?ie=UTF8&pageNumber=268&reviewerType=all_reviews"
"1573042581-396","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","May not last","Honestly I liked these and I wish the volume would have been a bit better but my main issue has to do with how long they last. I have had mine for 2 months and the left ones already out. I’ve had $9 earbuds last longer.... For the time I did have them I used them daily and really enjoyed their use.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1573042849-1596","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Disappointed","Doesn't work after only 2 weeks it keeps powering off.  Unable to return as I am now overseas and I discarded
original packaging.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_160?ie=UTF8&pageNumber=160&reviewerType=all_reviews"
"1573042621-575","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The best earphones you’ll buy","The earphones are amazing. I will never go back to any others and so worth the price! Sometimes I even forget their in my ear and it’s so easy talking with these. They’re seriously the best and I’m so glad I bought these!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&pageNumber=58&reviewerType=all_reviews"
"1573042563-324","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love my air pods","Bought some on eBay and they were knock offs came here and got the real ones thanks amazon","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1573042862-1658","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Must have !","Amazing headphones ! Just mad I didn’t get them sooner !","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews"
"1573042603-504","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Every 12 year olds dream right now","These is all I heard for 6 months that he wanted a set of these. He listens to them all the time. I had a little time with them and wish I had a set for myself. Just got a set of Sony wireless sport set and I’d rather buy the AirPods.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews"
"1573042864-1665","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Like Apple Prodect.","As usual very satisfied with Apple product. Looks good and continent. This is the second paired I purchased.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews"
"1573043049-2499","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great","Amazing","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_250?ie=UTF8&pageNumber=250&reviewerType=all_reviews"
"1573042513-99","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good beat, quick charge, easy fit in the ears, and stylish","I wouldn’t call myself an Apple fanboy but their devices simply work, and do the one thing they are designated to do better than any other of its competitors. Now, I am not saying that there aren’t better earpieces but pair of AirPods simply music, style, and beat into one. One negative thing about is the fact of noise cancellation being almost none existent. Especially in the subway when the trains are passing by the only sound you hear is the sound of the train and nothing else despite having the AirPods on. Apart from noise cancellation AirPods blow away any other earpieces I’ve owned. With them having discount of 20 bucks I decided to get a pair and they are exactly what I hoped for. If Apple comes up with a newer model that takes care of the noise cancellation issue I will definitely upgrade.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1573042641-668","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome Earphones","Wireless earphones (pods) which were simple to hook up to my I-Phone.  Great quality, great sound and perfect to use as hands free phone interface.  I love these ear pods.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&pageNumber=67&reviewerType=all_reviews"
"1573042538-212","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bad","Don't stay in you ears falls out every 2 minutes","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1573043131-2870","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Product is the real thing","Replacing a teenagers AirPods due to carelessness is such a 1st world issue, but capitalism allows a great value like this one to occur.  All is right again in my teenager's world again thanks to this seller and Apple's ability to produce a near flawless product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_287?ie=UTF8&pageNumber=287&reviewerType=all_reviews"
"1573042784-1312","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Apple","Muy bueno recomenda para los q quieren comprar","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&reviewerType=all_reviews"
"1573042674-816","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I love my AirPods","I like my AirPods much more than my earbuds. I feel like they fit better and the sound quality is a lot better. I was concerned that moving around they would fall out but it has not been an issue at all for me. Overall I'm very happy I finally broke down and bought a pair.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&reviewerType=all_reviews"
"1573043209-3215","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great","Great product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_322?ie=UTF8&pageNumber=322&reviewerType=all_reviews"
"1573043013-2338","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not latest AirPods","These are not the latest edition airpods","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_234?ie=UTF8&pageNumber=234&reviewerType=all_reviews"
"1573042769-1239","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very pleased","They stay in your ear well. Sound quality is good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_124?ie=UTF8&pageNumber=124&reviewerType=all_reviews"
"1573043105-2747","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good Product","Legit. Apple never disappoints.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_275?ie=UTF8&pageNumber=275&reviewerType=all_reviews"
"1573042576-379","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arrived broken","Left earbud won't connect. This was a birthday gift for my son, so I am super disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1573043098-2723","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Headphone","Very is good bought for couple I saw","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_272?ie=UTF8&pageNumber=272&reviewerType=all_reviews"
"1573042917-1906","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","THANK @FatKidaDeals","Thank you @FatKidsDeals ! I’ve had them for a month or so now and they are amazing.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&pageNumber=191&reviewerType=all_reviews"
"1573042518-115","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","*Updated* Love them (no more).","Love them!  I was concerned at first that they would fall out but they don’t. I use them to work out lifting weights or cardio without them moving. Craziness. Great sound and battery life. If you are looking for noise canceling then these are not the headphones for you.

***Update 10/6/2019***
I have had them about 5 months now and the last 2 months I am having issues with the left ear pod staying charged or connecting.  I have gone through all the troubleshooting online of cleaning and reconnecting with it only to happen again and again.  It is very frustrating to have both pod's 100% charged at night and then during my workout in the morning the left one dies 20 minutes in.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1573042755-1175","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Outstanding product","Working out","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573042711-982","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing!","10/10","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573043102-2742","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","THE BATTERY LIFE IS HORRIBLE, THEY ONLY LAST 5 MINUTES!!!","DO NOT BUY","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_274?ie=UTF8&pageNumber=274&reviewerType=all_reviews"
"1573043142-2920","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love my Airpods!!!","I was hesitant in spending the money to buy these Apple Airpods, but I’m so glad that I did. I love them. They’re comfortable and easy to use. The charge lasts a long time.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_292?ie=UTF8&pageNumber=292&reviewerType=all_reviews"
"1573042706-960","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","With","Very happy with this purchase. The wireless charging case option is a bit expensive. I don’t know is that is worth it. Happy with the headphones, quality, and how quick they sync with apple products. Noise cancelling would be nice at some point.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_96?ie=UTF8&pageNumber=96&reviewerType=all_reviews"
"1573043142-2918","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I would recommend these for anyone that don’t want to be bothered with the earbud cords!","Bought for my 16year old grandson. He has been wanting them while playing his games & at school. He loves these compared to the wired ear buds. And the battery life is incredible.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_292?ie=UTF8&pageNumber=292&reviewerType=all_reviews"
"1573042551-270","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent AirPods!","I bought these for my wife. This was very easy to setup and the sound quality is excellent. I don't think this has an active noise cancelling features but it drowns out noise very well as it is a tight fit. The battery life is subpar and could be improved. Needs to be charged daily for everyday use.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1573042733-1084","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Earplugs","Great product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&pageNumber=108&reviewerType=all_reviews"
"1573043158-2992","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love them","Love the product and wish I hadn't waited as long as I did to join the crowd on these. Great investment","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_299?ie=UTF8&pageNumber=299&reviewerType=all_reviews"
"1573043053-2518","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They are great 🤘","👍🏻","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_252?ie=UTF8&pageNumber=252&reviewerType=all_reviews"
"1573042542-226","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good Deal","I ordered my Airpods on the 4th of July and they arrived one week later on the 11th of July (without Prime). I also ordered them on sale for $144.99 and it was a very good purchase in my opinion. Pretty good sound quality, not the best out there compared to other earbuds like the Powerbeats Pros, but for over $100 cheaper with the sale I was quick to buy Airpods instead. It’s obvious biggest flaw is the ambient noise they let in but you get used to it. Also I used to be against Apples one size fits all style of earbud because they did not fitmy ears correctly, but an inexpensive AirPod tip purchase helped to keep them snug in my ear during workouts so they wouldn’t fall out. Good purchase, and for me even better price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1573042993-2253","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","not easy fall ou t","i like it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews"
"1573043087-2669","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I won’t recommend this product.","This’s my first time buy things on Amazon, honestly I feel so depressed and mad, I bought this AirPods one month ago, The third time I used it, the left side doesn’t have any sound already and now I couldn’t return it back because the return window is closed.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_267?ie=UTF8&pageNumber=267&reviewerType=all_reviews"
"1573042787-1321","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sound quality","Bought it for my daughter","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_132?ie=UTF8&pageNumber=132&reviewerType=all_reviews"
"1573042773-1264","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I would recommend","These came to my door in less than 6 hours of purchase. Very satisfied.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1573042944-2025","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Product!","Great product!  I bought it for my granddaughter and she loves it.  Works great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_203?ie=UTF8&pageNumber=203&reviewerType=all_reviews"
"1573043131-2874","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome AirPods","I have been in heaven with these pods. From music at the gym, canceling and focusing on what I need to do, and even maintaining a phone call while my kids watch dvd in our van, these AirPods are amazing. The charge lasts such a long time to where I can have them in and forget I do.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_287?ie=UTF8&pageNumber=287&reviewerType=all_reviews"
"1573043144-2928","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love my new AirPods!","Love my new AirPods! These are legit apple AirPods and have great sound quality. The only thing that I don’t like is you can’t turn the volume up without using your phone. But they are super great and like everyone says they don’t fall out!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_293?ie=UTF8&pageNumber=293&reviewerType=all_reviews"
"1573042833-1534","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works just as expected","Love these AirPods. Never a doubt with apple products","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_153?ie=UTF8&pageNumber=153&reviewerType=all_reviews"
"1573042695-910","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","LOVE THESE!","Sound quality is very good.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&reviewerType=all_reviews"
